shift_dex,ch4_cutoff,o3_cutoff,train_positive_frac,test_positive_frac,accuracy,majority_baseline,gain,f1,brier
-0.5,-6.5,-7.5,0.5623145400593472,0.5658138672599184,0.8698553948832035,0.5658138672599184,0.30404152762328507,0.8861498540382744,0.09441054820987511
-0.25,-6.25,-7.25,0.530786350148368,0.5342973674453096,0.8817204301075269,0.5342973674453096,0.34742306266221723,0.8895811699550017,0.08720002080988709
0.0,-6.0,-7.0,0.5037091988130564,0.5031516499814609,0.8891360771227289,0.5031516499814609,0.385984427141268,0.8889714073523951,0.0802139174276939
0.25,-5.75,-6.75,0.4406528189910979,0.4467927326659251,0.8869113830181683,0.5532072673340749,0.3337041156840934,0.8711449091677228,0.08224985036332755
0.5,-5.5,-6.5,0.37537091988130566,0.38264738598442716,0.8783833889506859,0.6173526140155728,0.26103077493511306,0.8338399189463019,0.0867379853989206
