threshold,recall,specificity,prec@0.5,prec@0.2,prec@0.1,prec@0.05,prec@0.01
0.5,0.8978648470173894,0.9088098918083463,0.9078007670742824,0.7111095123732879,0.5224470379372561,0.3413315836796945,0.09045872365909516
0.215,0.950033017829628,0.8368293221461691,0.8534224432720275,0.5927645186817964,0.39280788403239797,0.2345600749126779,0.055544720474569514
0.9,0.7838432753686991,0.9807904614705233,0.9760793584219825,0.9107240478469013,0.8192948842409359,0.6823002732793881,0.2918703073955218
0.99,0.6682808716707022,0.9975712077721351,0.9963787725768743,0.9856707586328712,0.9683265279562723,0.9354069867943411,0.7353998591566713
