mean_pred,observed,n,lo,hi,model
0.0267599169164896,0.0473568281938326,908,0.03534609236277145,0.06318154664821467,raw_xgb
0.10942961275577545,0.1960352422907489,908,0.17151597411064062,0.22311572507921867,raw_xgb
0.2214404195547104,0.2822491730981257,907,0.2539225364084979,0.31241259804298077,raw_xgb
0.3482551574707031,0.40904079382579933,907,0.3774922849760572,0.4413565686555731,raw_xgb
0.4731573164463043,0.432194046306505,907,0.4003070567117549,0.4646529978136422,raw_xgb
0.5922536253929138,0.5303197353914002,907,0.4977796903179769,0.5626040251381461,raw_xgb
0.7131348848342896,0.6163175303197354,907,0.584242352760711,0.6474115374436888,raw_xgb
0.8241332769393921,0.7034178610804851,907,0.6728845981100546,0.7322352383137538,raw_xgb
0.9085599184036255,0.8577728776185226,907,0.833530185758802,0.8789976566234519,raw_xgb
0.9708771705627441,0.9338478500551268,907,0.915773124119969,0.948262949770376,raw_xgb
0.15183920704845816,0.11343612334801761,908,0.09441652273814757,0.13571292079678218,raw_rf
0.2720044052863436,0.1828193832599119,908,0.15903207886483345,0.20927925942023712,raw_rf
0.35592723263506065,0.28004410143329656,907,0.2517961511318736,0.31014744037734154,raw_rf
0.4265027563395811,0.3649393605292172,907,0.3342392288062319,0.3967787659801283,raw_rf
0.49001323042998896,0.4454244762954796,907,0.41337617625584805,0.4779331359231301,raw_rf
0.5497331863285557,0.5226019845644984,907,0.49006803910329194,0.5549452760549092,raw_rf
0.6108070562293274,0.649393605292172,907,0.6177687541416244,0.6797582801967283,raw_rf
0.678723263506064,0.701212789415656,907,0.6706257558126032,0.7301025376689418,raw_rf
0.7493472987872107,0.8335170893054025,907,0.8078772988095518,0.8563435712078037,raw_rf
0.8415832414553474,0.9151047409040793,907,0.8951681266302637,0.9315398322508414,raw_rf
0.0004315247933845967,0.003303964757709251,908,0.0011242483030280285,0.009668854358662334,pca_xgb
0.004031119868159294,0.028634361233480177,908,0.01961449404147526,0.04162596702106015,pca_xgb
0.026513250544667244,0.11356119073869901,907,0.09452162418484716,0.13586047518347327,pca_xgb
0.12289398908615112,0.2657111356119074,907,0.23799606906788165,0.2954024933166207,pca_xgb
0.36269813776016235,0.39691289966923926,907,0.3655706815048083,0.4291246859443727,pca_xgb
0.6758719682693481,0.5964718853362734,907,0.5642008809934709,0.6279291227305575,pca_xgb
0.8943706750869751,0.7375964718853363,907,0.708005580776493,0.7651831712523999,pca_xgb
0.9779557585716248,0.8908489525909592,907,0.8688823172825385,0.909518669233668,pca_xgb
0.9965826869010925,0.9768467475192943,907,0.9648638273322723,0.984807333932211,pca_xgb
0.9996253252029419,0.9988974641675854,907,0.9937812368464045,0.9998053538407137,pca_xgb
0.16993384821374755,0.015418502202643172,908,0.009206281308450725,0.025713818849295966,pca_rf
0.27320262549061325,0.05506607929515418,908,0.042016353821383724,0.07186482905072915,pca_rf
0.3488763594956852,0.16538037486218302,907,0.14262246136613704,0.19096089714537579,pca_rf
0.41706066219432203,0.30209481808158767,907,0.2730980468135041,0.3327609741183461,pca_rf
0.47661381094816097,0.4288864388092613,907,0.39704340441618785,0.46132933569581397,pca_rf
0.536853079018633,0.5832414553472988,907,0.5508699402364076,0.6149108058340397,pca_rf
0.5982224491992642,0.7067254685777288,907,0.6762744081509424,0.7354327426862612,pca_rf
0.6656054007170868,0.8456449834619625,907,0.8206786361065955,0.867695720093209,pca_rf
0.7298903814162763,0.9217199558985667,907,0.9024063053996799,0.9374762823082156,pca_rf
0.8148536379175618,0.9845644983461963,907,0.9742580170014156,0.9907835445609902,pca_rf
3.1699397368356586e-05,0.0,908,0.0,0.004213012435493182,norm_xgb
0.00022814521798864007,0.0,908,0.0,0.004213012435493182,norm_xgb
0.0019842605106532574,0.012127894156560088,907,0.0067852439356394945,0.02158588008855966,norm_xgb
0.029949691146612167,0.10363836824696802,907,0.08544547529363652,0.12517468083449812,norm_xgb
0.25243768095970154,0.3715545755237045,907,0.3407097001412475,0.4034829234719031,norm_xgb
0.7195160388946533,0.6119073869900772,907,0.5797839623652392,0.6430868419546338,norm_xgb
0.9730891585350037,0.9117971334068358,907,0.8915613462842082,0.9285592981835016,norm_xgb
0.9990487694740295,0.9977949283351709,907,0.9919957251634057,0.9993950940525809,norm_xgb
0.9998914003372192,1.0,907,0.9957823621582501,0.9999999999999999,norm_xgb
0.9999791979789734,1.0,907,0.9957823621582501,0.9999999999999999,norm_xgb
0.010256937533374814,0.0,908,0.0,0.004213012435493182,norm_rf
0.05528857176075813,0.0,908,0.0,0.004213012435493182,norm_rf
0.1357025205213896,0.03528114663726571,907,0.025100535736380103,0.04938178918158587,norm_rf
0.26217120107399017,0.14994487320837926,907,0.1281884179081661,0.17465414000750218,norm_rf
0.4195833974525792,0.35832414553472985,907,0.3277750959543569,0.39006827000521266,norm_rf
0.5470397412527959,0.6063947078280044,907,0.5742147922351614,0.6376771547290528,norm_rf
0.7339252965987209,0.8676957001102535,907,0.8440861238482448,0.8882036617741947,norm_rf
0.9049712922680105,0.9911797133406836,907,0.9826921576142428,0.9955240327749532,norm_rf
0.97561930808828,1.0,907,0.9957823621582501,0.9999999999999999,norm_rf
0.9965121722881667,1.0,907,0.9957823621582501,0.9999999999999999,norm_rf
1.587408951309044e-05,0.0,908,0.0,0.004213012435493182,norm_mlp
0.0007633994682691991,0.0,908,0.0,0.004213012435493182,norm_mlp
0.012184091843664646,0.012127894156560088,907,0.0067852439356394945,0.02158588008855966,norm_mlp
0.10327498614788055,0.12458654906284454,907,0.1046640334068818,0.14767578067275616,norm_mlp
0.34268683195114136,0.35611907386990077,907,0.3256218064599141,0.387830016557392,norm_mlp
0.5697245001792908,0.6339581036383682,907,0.6021034362308082,0.6646827975116998,norm_mlp
0.8961312174797058,0.8820286659316428,907,0.8594064898027199,0.9014283249444325,norm_mlp
0.9931614995002747,1.0,907,0.9957823621582501,0.9999999999999999,norm_mlp
0.9995332360267639,1.0,907,0.9957823621582501,0.9999999999999999,norm_mlp
0.9999676942825317,1.0,907,0.9957823621582501,0.9999999999999999,norm_mlp
0.02828402630984783,0.023127753303964757,908,0.015175880357590281,0.03509776366128317,pcaw_mlp
0.19815459847450256,0.14317180616740088,908,0.12189167881296813,0.16745857675773623,pcaw_mlp
0.43517282605171204,0.19514884233737598,907,0.17066446218228715,0.22220472604978309,pcaw_mlp
0.5645512938499451,0.269018743109151,907,0.24117735816176644,0.2988085186361311,pcaw_mlp
0.6038275957107544,0.3153252480705623,907,0.2859184706941533,0.34628980789127783,pcaw_mlp
0.6116172075271606,0.6306504961411246,907,0.5987510958702451,0.6614478234588677,pcaw_mlp
0.6331726312637329,0.7850055126791621,907,0.7570964692127561,0.8105104560748021,pcaw_mlp
0.7206442952156067,0.8070562293274531,907,0.780101231045065,0.8314211236651283,pcaw_mlp
0.8690909743309021,0.86438809261301,907,0.8405631447046663,0.8851393265043782,pcaw_mlp
0.980032205581665,0.9757442116868799,907,0.9635471688320054,0.9839282209613462,pcaw_mlp
0.041925277560949326,0.013215859030837005,908,0.007575871875527914,0.022957501464753997,pca_mlp
0.2460436075925827,0.07819383259911894,908,0.06245434178750566,0.09748747266798749,pca_mlp
0.42008888721466064,0.1587651598676957,907,0.13642677261882055,0.18398195706590179,pca_mlp
0.4760974645614624,0.2205071664829107,907,0.19473540013790325,0.24863653193019725,pca_mlp
