band,n_train,raw,norm,gap,depth_dex
1-26,4000,0.6305049455931387,0.891204288892218,0.2606993432990793,4.402042648390672
1-6,4000,0.5793327432983577,0.8891529820973817,0.309820238799024,4.353290259050683
6-12,4000,0.6406363022094326,0.8883774229950312,0.24774112078559862,2.912344357804616
12-20,4000,0.7052929623440126,0.8985558724188717,0.19326291007485907,2.314542078826746
