axis,case,frozen,augmented,pct_of_gap
white noise,snr12,0.8904320987654321,0.890652557319224,1.7132440618964542
white noise,snr10,0.8786375661375662,0.878968253968254,1.3408564318199792
white noise,snr8,0.8572530864197531,0.8655202821869489,17.95385428556117
white noise,snr5,0.7745811287477954,0.8113977072310405,28.602316136775936
