axis,case,n,accuracy,precision,recall,f1,brier,ece,auc,pos_rate,flips_bad,flips_good,amp_ratio,d_acc,d_brier
clean,reference,9016,0.8653504880212954,0.8373617369930356,0.906832298136646,0.870713525026624,0.09435670212833291,0.03473492574454727,0.9460155966441204,0.5414818101153505,0,0,1.0,0.0,0.0
absorbers,absorbers,9016,0.7069653948535937,0.774896876841485,0.5834072759538598,0.665654264743103,0.21946092648246068,0.16953824604651743,0.817214260323164,0.3764418811002662,1475,47,1.024455227659111,-15.838509316770178,0.12510422435412777
absorbers,absorbers_quenched,9016,0.7468944099378882,0.8620689655172413,0.5878438331854481,0.6990240042205222,0.1923875291732256,0.1685110550103698,0.8722162276430188,0.3409494232475599,1752,684,1.006626169939666,-11.84560780834072,0.09803082704489269
cloud,cloud_1e1Pa,9016,0.5605590062111802,0.5759599332220368,0.45918367346938777,0.5109849419896322,0.2824353021571465,0.17807381160676267,0.5990057161516665,0.3986246672582076,3272,524,0.027008150690846895,-30.479148181011528,0.1880786000288136
cloud,cloud_1e2Pa,9016,0.7005323868677906,0.7345614945511157,0.6279946761313221,0.6771107390576417,0.19628900905248683,0.11106494323291816,0.8035885528162886,0.4274622892635315,1893,407,0.292816238487133,-16.48181011535048,0.10193230692415392
cloud,cloud_1e3Pa,9016,0.7882653061224489,0.8029843786430403,0.7639751552795031,0.7829942025690576,0.14225579749604733,0.06548754512922203,0.887616361212129,0.4757098491570541,969,274,0.5824265825522835,-7.70851818988465,0.04789909536771442
cloud,cloud_1e4Pa,9016,0.8411712511091393,0.8306104901117799,0.8571428571428571,0.8436681222707424,0.11125540455229069,0.03905941730711924,0.9247679271160645,0.5159716060337178,355,137,0.8132900434297878,-2.4179236912156177,0.016898702423957773
cloud,cloud_1e5Pa,9016,0.8588065661047027,0.8353721749948165,0.8937444543034605,0.8635730361161719,0.09854550294356873,0.03612007448393589,0.9412376616863327,0.5349378881987578,89,30,0.9502556992530301,-0.6543921916592699,0.004188800815235816
compound,compound_spots10_haze2e6_snr10,9016,0.8405057675244011,0.7913819286256644,0.9248003549245786,0.8529050736497545,0.11268332083303893,0.06871029841012223,0.9330065587826119,0.5842945874001775,754,530,0.9548763964962385,-2.4844720496894346,0.01832661870470602
compound,compound_spots10_haze3e7,9016,0.819321206743567,0.7585773306987605,0.936779059449867,0.8383126550868486,0.13329520429656583,0.11726249451480455,0.9196262003701986,0.6174578527062999,919,504,1.044133237954566,-4.602928127772843,0.038938502168232914
compound,compound_spots10_haze3e7_snr8,9016,0.819321206743567,0.7585773306987605,0.936779059449867,0.8383126550868486,0.13329520429656583,0.11726249451480455,0.9196262003701986,0.6174578527062999,919,504,1.044133237954566,-4.602928127772843,0.038938502168232914
compound,compound_spots20_haze3e7,9016,0.8027950310559007,0.7455919395465995,0.9192546583850931,0.8233657858136301,0.1452943067458853,0.11854692083182675,0.9030940459591111,0.6164596273291926,1059,495,1.3322243759347518,-6.255545696539477,0.050937604617552396
compound,compound_spots20_haze3e7_snr8,9016,0.8027950310559007,0.7455919395465995,0.9192546583850931,0.8233657858136301,0.1452943067458853,0.11854692083182675,0.9030940459591111,0.6164596273291926,1059,495,1.3322243759347518,-6.255545696539477,0.050937604617552396
exomol,exomol,9016,0.7917036379769299,0.8150455198850024,0.7546583850931677,0.783690393918452,0.14208658359465012,0.08064847386505342,0.8948951494297036,0.4629547471162378,883,219,0.8848894893166903,-7.364685004436556,0.04772988146631721
