axis,case,frozen,augmented,pct_of_gap
white noise,snr12,0.9434338952972493,0.9432120674356699,-1.2987012987013662
white noise,snr10,0.9321206743566992,0.941659272404614,33.593749999999886
white noise,snr8,0.9195874001774623,0.9316770186335404,29.539295392953807
white noise,snr5,0.9010647737355811,0.9161490683229814,25.373134328358276
