threshold,recall,specificity,prec@0.5,prec@0.2,prec@0.1,prec@0.05,prec@0.01
0.5,0.9760425909494232,0.9449866903283053,0.9466437177280551,0.8160237388724036,0.6634499396863692,0.4828797190518001,0.15197568389057764
0.215,0.9906832298136646,0.9061668145519077,0.9134792391082022,0.7252354660604092,0.539828357306902,0.3571942733743902,0.0963683835746499
0.9,0.8964063886424135,0.9833629103815439,0.9817784256559766,0.9308914996544574,0.8568702290076334,0.7392974753018656,0.3524332810047091
0.99,0.7313664596273292,0.99622892635315,0.9948702474351238,0.9797919762258545,0.9556521739130437,0.9107734806629837,0.6620481927710851
