variant,molecule,classifier,case,accuracy,recall,called_present
A published,NH3,SVC,exomol,0.8554973821989529,0.7903225806451613,0.3706806282722513
A published,NH3,SVC,exotransmit,0.8240837696335078,0.5967741935483871,0.2513089005235602
A published,NH3,SVC,absorbers,0.8607329842931937,0.6881720430107527,0.2858638743455497
B ir_stats,CH4,KNN,clean,0.8492146596858638,0.7715877437325905,0.3549738219895288
B ir_stats,CH4,KNN,haze2e6,0.818848167539267,0.6183844011142061,0.27015706806282724
B ir_stats,CH4,KNN,haze3e7,0.724607329842932,0.2785515320334262,0.10890052356020942
B ir_stats,CH4,KNN,haze2p4e8,0.6795811518324607,0.1615598885793872,0.06596858638743455
B ir_stats,CH4,KNN,haze1e10,0.6282722513089005,0.016713091922005572,0.008376963350785341
B ir_stats,CH4,KNN,cloud1e3,0.8460732984293193,0.7298050139275766,0.3267015706806283
B ir_stats,CH4,KNN,cloud1e2,0.8261780104712042,0.6155988857938719,0.2607329842931937
B ir_stats,CH4,KNN,spots10,0.8115183246073299,0.6155988857938719,0.2753926701570681
B ir_stats,CH4,KNN,spots20,0.7790575916230367,0.48467966573816157,0.2094240837696335
B ir_stats,CH4,KNN,compound,0.6649214659685864,0.116991643454039,0.04712041884816754
B ir_stats,CH4,KNN,white_x2,0.7790575916230367,0.5431754874651811,0.2534031413612565
B ir_stats,CH4,KNN,corr_x2,0.6963350785340314,0.5403899721448467,0.33403141361256544
B ir_stats,CH4,KNN,exomol,0.8397905759162304,0.7688022284122563,0.362303664921466
B ir_stats,CH4,KNN,exotransmit,0.831413612565445,0.7158774373259053,0.3308900523560209
B ir_stats,CH4,KNN,absorbers,0.8429319371727748,0.7688022284122563,0.35916230366492147
B ir_stats,CH4,MLP,clean,0.8523560209424084,0.7353760445682451,0.32460732984293195
B ir_stats,CH4,MLP,haze2e6,0.6816753926701571,0.15598885793871867,0.05968586387434555
B ir_stats,CH4,MLP,haze3e7,0.6240837696335079,0.0,0.0
B ir_stats,CH4,MLP,haze2p4e8,0.6240837696335079,0.0,0.0
B ir_stats,CH4,MLP,haze1e10,0.5905759162303665,0.0947075208913649,0.10471204188481675
B ir_stats,CH4,MLP,cloud1e3,0.818848167539267,0.5766016713091922,0.2387434554973822
B ir_stats,CH4,MLP,cloud1e2,0.7287958115183246,0.31754874651810583,0.13403141361256546
B ir_stats,CH4,MLP,spots10,0.7643979057591623,0.41225626740947074,0.16963350785340314
B ir_stats,CH4,MLP,spots20,0.7172774869109948,0.25348189415041783,0.09738219895287958
B ir_stats,CH4,MLP,compound,0.6240837696335079,0.0,0.0
B ir_stats,CH4,MLP,white_x2,0.768586387434555,0.4818941504178273,0.21780104712041884
B ir_stats,CH4,MLP,corr_x2,0.724607329842932,0.47075208913649025,0.2534031413612565
B ir_stats,CH4,MLP,exomol,0.8450261780104712,0.7298050139275766,0.32774869109947646
B ir_stats,CH4,MLP,exotransmit,0.8282722513089005,0.6740947075208914,0.30261780104712044
B ir_stats,CH4,MLP,absorbers,0.8471204188481676,0.7325905292479109,0.32774869109947646
B ir_stats,CH4,RFC,clean,0.8335078534031414,0.6183844011142061,0.2554973821989529
B ir_stats,CH4,RFC,haze2e6,0.6994764397905759,0.20612813370473537,0.07958115183246073
B ir_stats,CH4,RFC,haze3e7,0.6795811518324607,0.15041782729805014,0.05759162303664921
B ir_stats,CH4,RFC,haze2p4e8,0.6282722513089005,0.011142061281337047,0.004188481675392671
B ir_stats,CH4,RFC,haze1e10,0.6240837696335079,0.0,0.0
B ir_stats,CH4,RFC,cloud1e3,0.806282722513089,0.5041782729805014,0.1968586387434555
B ir_stats,CH4,RFC,cloud1e2,0.7015706806282722,0.2116991643454039,0.08167539267015707
B ir_stats,CH4,RFC,spots10,0.7581151832460733,0.38440111420612816,0.1549738219895288
B ir_stats,CH4,RFC,spots20,0.724607329842932,0.2841225626740947,0.1130890052356021
B ir_stats,CH4,RFC,compound,0.6701570680628273,0.12534818941504178,0.048167539267015703
B ir_stats,CH4,RFC,white_x2,0.7015706806282722,0.22284122562674094,0.09005235602094241
B ir_stats,CH4,RFC,corr_x2,0.7078534031413612,0.30362116991643456,0.14450261780104712
B ir_stats,CH4,RFC,exomol,0.7654450261780105,0.42618384401114207,0.17905759162303664
B ir_stats,CH4,RFC,exotransmit,0.7801047120418848,0.4596100278551532,0.18952879581151832
B ir_stats,CH4,RFC,absorbers,0.8272251308900523,0.6072423398328691,0.2534031413612565
B ir_stats,CH4,SVC,clean,0.856544502617801,0.7214484679665738,0.3099476439790576
B ir_stats,CH4,SVC,haze2e6,0.7256544502617801,0.27298050139275765,0.10366492146596859
B ir_stats,CH4,SVC,haze3e7,0.6240837696335079,0.0,0.0
B ir_stats,CH4,SVC,haze2p4e8,0.6240837696335079,0.0,0.0
B ir_stats,CH4,SVC,haze1e10,0.6240837696335079,0.0,0.0
B ir_stats,CH4,SVC,cloud1e3,0.8450261780104712,0.6128133704735376,0.23979057591623038
B ir_stats,CH4,SVC,cloud1e2,0.7361256544502618,0.3008356545961003,0.11413612565445026
B ir_stats,CH4,SVC,spots10,0.774869109947644,0.43175487465181056,0.17382198952879582
B ir_stats,CH4,SVC,spots20,0.7361256544502618,0.3064066852367688,0.11832460732984293
B ir_stats,CH4,SVC,compound,0.6240837696335079,0.0,0.0
B ir_stats,CH4,SVC,white_x2,0.7476439790575916,0.3565459610027855,0.14450261780104712
B ir_stats,CH4,SVC,corr_x2,0.7183246073298429,0.40947075208913647,0.2136125654450262
B ir_stats,CH4,SVC,exomol,0.8408376963350785,0.6713091922005571,0.2879581151832461
B ir_stats,CH4,SVC,exotransmit,0.8251308900523561,0.6128133704735376,0.25968586387434556
B ir_stats,CH4,SVC,absorbers,0.8554973821989529,0.7214484679665738,0.31099476439790574
B ir_stats,H2O,KNN,clean,0.6816753926701571,0.3021978021978022,0.16753926701570682
B ir_stats,H2O,KNN,haze2e6,0.6628272251308901,0.16758241758241757,0.08376963350785341
B ir_stats,H2O,KNN,haze3e7,0.6272251308900524,0.038461538461538464,0.020942408376963352
B ir_stats,H2O,KNN,haze2p4e8,0.6230366492146597,0.03571428571428571,0.023036649214659685
B ir_stats,H2O,KNN,haze1e10,0.618848167539267,0.01098901098901099,0.008376963350785341
B ir_stats,H2O,KNN,cloud1e3,0.6764397905759162,0.260989010989011,0.14136125654450263
B ir_stats,H2O,KNN,cloud1e2,0.6471204188481675,0.19230769230769232,0.11832460732984293
B ir_stats,H2O,KNN,spots10,0.6774869109947644,0.2445054945054945,0.12774869109947645
B ir_stats,H2O,KNN,spots20,0.6732984293193718,0.21153846153846154,0.1068062827225131
B ir_stats,H2O,KNN,compound,0.6240837696335079,0.013736263736263736,0.005235602094240838
B ir_stats,H2O,KNN,white_x2,0.6356020942408377,0.1813186813186813,0.12146596858638743
B ir_stats,H2O,KNN,corr_x2,0.618848167539267,0.17857142857142858,0.13612565445026178
B ir_stats,H2O,KNN,exomol,0.6774869109947644,0.2857142857142857,0.15916230366492146
B ir_stats,H2O,KNN,exotransmit,0.6659685863874345,0.24725274725274726,0.14136125654450263
B ir_stats,H2O,KNN,absorbers,0.6764397905759162,0.28846153846153844,0.16230366492146597
B ir_stats,H2O,MLP,clean,0.7947643979057591,0.6153846153846154,0.2931937172774869
B ir_stats,H2O,MLP,haze2e6,0.643979057591623,0.08241758241758242,0.03769633507853403
B ir_stats,H2O,MLP,haze3e7,0.618848167539267,0.0,0.0
B ir_stats,H2O,MLP,haze2p4e8,0.6178010471204188,0.0,0.0010471204188481676
B ir_stats,H2O,MLP,haze1e10,0.6198952879581152,0.0027472527472527475,0.0010471204188481676
B ir_stats,H2O,MLP,cloud1e3,0.7560209424083769,0.4368131868131868,0.19581151832460733
B ir_stats,H2O,MLP,cloud1e2,0.694240837696335,0.27197802197802196,0.1319371727748691
B ir_stats,H2O,MLP,spots10,0.743455497382199,0.36813186813186816,0.15602094240837697
B ir_stats,H2O,MLP,spots20,0.6973821989528796,0.21428571428571427,0.08481675392670157
