variant,molecule,classifier,case,accuracy,recall,called_present
B ir_stats,CO2,SVC,cloud1e3,0.787434554973822,0.5181347150259067,0.22722513089005236
B ir_stats,CO2,SVC,cloud1e2,0.7235602094240837,0.3393782383419689,0.14659685863874344
B ir_stats,CO2,SVC,spots10,0.7350785340314137,0.3860103626943005,0.17277486910994763
B ir_stats,CO2,SVC,spots20,0.6848167539267016,0.23575129533678757,0.10157068062827225
B ir_stats,CO2,SVC,compound,0.5958115183246073,0.0,0.0
B ir_stats,CO2,SVC,white_x2,0.6848167539267016,0.25647668393782386,0.11832460732984293
B ir_stats,CO2,SVC,corr_x2,0.6722513089005235,0.2927461139896373,0.16020942408376965
B ir_stats,CO2,SVC,exomol,0.7581151832460733,0.4326424870466321,0.187434554973822
B ir_stats,CO2,SVC,exotransmit,0.768586387434555,0.4948186528497409,0.22722513089005236
B ir_stats,CO2,SVC,absorbers,0.818848167539267,0.6217616580310881,0.27958115183246074
B ir_stats,NH3,KNN,clean,0.7759162303664922,0.47580645161290325,0.20523560209424083
B ir_stats,NH3,KNN,haze2e6,0.6984293193717277,0.24731182795698925,0.10471204188481675
B ir_stats,NH3,KNN,haze3e7,0.6303664921465969,0.051075268817204304,0.019895287958115182
B ir_stats,NH3,KNN,haze2p4e8,0.6324607329842932,0.06182795698924731,0.02617801047120419
B ir_stats,NH3,KNN,haze1e10,0.5989528795811518,0.11827956989247312,0.10366492146596859
B ir_stats,NH3,KNN,cloud1e3,0.7486910994764397,0.3924731182795699,0.16753926701570682
B ir_stats,NH3,KNN,cloud1e2,0.7183246073298429,0.31451612903225806,0.13717277486910995
B ir_stats,NH3,KNN,spots10,0.7298429319371728,0.3225806451612903,0.1319371727748691
B ir_stats,NH3,KNN,spots20,0.7026178010471205,0.25268817204301075,0.10471204188481675
B ir_stats,NH3,KNN,compound,0.6198952879581152,0.024193548387096774,0.009424083769633508
B ir_stats,NH3,KNN,white_x2,0.7036649214659686,0.3172043010752688,0.15392670157068064
B ir_stats,NH3,KNN,corr_x2,0.6513089005235602,0.28225806451612906,0.17905759162303664
B ir_stats,NH3,KNN,exomol,0.7926701570680629,0.5564516129032258,0.2513089005235602
B ir_stats,NH3,KNN,exotransmit,0.749738219895288,0.40591397849462363,0.1769633507853403
B ir_stats,NH3,KNN,absorbers,0.7717277486910995,0.46774193548387094,0.2031413612565445
B ir_stats,NH3,MLP,clean,0.8513089005235602,0.7338709677419355,0.3308900523560209
B ir_stats,NH3,MLP,haze2e6,0.6554973821989529,0.12096774193548387,0.049214659685863874
B ir_stats,NH3,MLP,haze3e7,0.6094240837696335,0.0,0.0010471204188481676
B ir_stats,NH3,MLP,haze2p4e8,0.6094240837696335,0.0,0.0010471204188481676
B ir_stats,NH3,MLP,haze1e10,0.5937172774869109,0.13440860215053763,0.12146596858638743
B ir_stats,NH3,MLP,cloud1e3,0.793717277486911,0.521505376344086,0.22303664921465968
B ir_stats,NH3,MLP,cloud1e2,0.6837696335078534,0.24193548387096775,0.11518324607329843
B ir_stats,NH3,MLP,spots10,0.7329842931937173,0.31989247311827956,0.12670157068062826
B ir_stats,NH3,MLP,spots20,0.6795811518324607,0.1774193548387097,0.06910994764397906
B ir_stats,NH3,MLP,compound,0.6104712041884817,0.0,0.0
B ir_stats,NH3,MLP,white_x2,0.7643979057591623,0.48655913978494625,0.225130890052356
B ir_stats,NH3,MLP,corr_x2,0.7193717277486911,0.4435483870967742,0.23664921465968586
B ir_stats,NH3,MLP,exomol,0.8115183246073299,0.7983870967741935,0.42094240837696334
B ir_stats,NH3,MLP,exotransmit,0.8157068062827225,0.6397849462365591,0.2931937172774869
B ir_stats,NH3,MLP,absorbers,0.8492146596858638,0.728494623655914,0.3287958115183246
B ir_stats,NH3,RFC,clean,0.8282722513089005,0.6129032258064516,0.25968586387434556
B ir_stats,NH3,RFC,haze2e6,0.6429319371727749,0.08870967741935484,0.03664921465968586
B ir_stats,NH3,RFC,haze3e7,0.6157068062827226,0.013440860215053764,0.005235602094240838
B ir_stats,NH3,RFC,haze2p4e8,0.612565445026178,0.005376344086021506,0.0020942408376963353
B ir_stats,NH3,RFC,haze1e10,0.6094240837696335,0.0,0.0010471204188481676
B ir_stats,NH3,RFC,cloud1e3,0.7654450261780105,0.4032258064516129,0.15916230366492146
B ir_stats,NH3,RFC,cloud1e2,0.6638743455497382,0.13709677419354838,0.05340314136125655
B ir_stats,NH3,RFC,spots10,0.7047120418848167,0.2553763440860215,0.10471204188481675
B ir_stats,NH3,RFC,spots20,0.6596858638743456,0.13440860215053763,0.05549738219895288
B ir_stats,NH3,RFC,compound,0.6167539267015707,0.016129032258064516,0.0062827225130890054
B ir_stats,NH3,RFC,white_x2,0.6994764397905759,0.23387096774193547,0.09319371727748692
B ir_stats,NH3,RFC,corr_x2,0.7036649214659686,0.24731182795698925,0.09947643979057591
B ir_stats,NH3,RFC,exomol,0.8324607329842932,0.7231182795698925,0.3413612565445026
B ir_stats,NH3,RFC,exotransmit,0.787434554973822,0.48118279569892475,0.19790575916230366
B ir_stats,NH3,RFC,absorbers,0.8303664921465969,0.6182795698924731,0.2617801047120419
B ir_stats,NH3,SVC,clean,0.8607329842931937,0.6908602150537635,0.2879581151832461
B ir_stats,NH3,SVC,haze2e6,0.6628272251308901,0.13440860215053763,0.05235602094240838
B ir_stats,NH3,SVC,haze3e7,0.6104712041884817,0.0,0.0
B ir_stats,NH3,SVC,haze2p4e8,0.6104712041884817,0.0,0.0
B ir_stats,NH3,SVC,haze1e10,0.6104712041884817,0.0,0.0
B ir_stats,NH3,SVC,cloud1e3,0.7947643979057591,0.49193548387096775,0.19895287958115182
B ir_stats,NH3,SVC,cloud1e2,0.6952879581151833,0.22043010752688172,0.08691099476439791
B ir_stats,NH3,SVC,spots10,0.7256544502617801,0.3010752688172043,0.1193717277486911
B ir_stats,NH3,SVC,spots20,0.6837696335078534,0.19086021505376344,0.07539267015706806
B ir_stats,NH3,SVC,compound,0.6104712041884817,0.0,0.0
B ir_stats,NH3,SVC,white_x2,0.7445026178010471,0.3655913978494624,0.15078534031413612
B ir_stats,NH3,SVC,corr_x2,0.7172774869109948,0.3870967741935484,0.19476439790575917
B ir_stats,NH3,SVC,exomol,0.8534031413612565,0.793010752688172,0.374869109947644
B ir_stats,NH3,SVC,exotransmit,0.8240837696335078,0.5967741935483871,0.2513089005235602
B ir_stats,NH3,SVC,absorbers,0.8596858638743455,0.6854838709677419,0.2848167539267016
C no_optical,CH4,KNN,clean,0.8335078534031414,0.7743732590529248,0.37277486910994767
C no_optical,CH4,KNN,haze2e6,0.8335078534031414,0.7688022284122563,0.36858638743455496
C no_optical,CH4,KNN,haze3e7,0.8356020942408376,0.6824512534818942,0.30157068062827225
C no_optical,CH4,KNN,haze2p4e8,0.762303664921466,0.4206128133704735,0.17801047120418848
C no_optical,CH4,KNN,haze1e10,0.618848167539267,0.025069637883008356,0.024083769633507852
C no_optical,CH4,KNN,cloud1e3,0.8460732984293193,0.754874651810585,0.34554973821989526
C no_optical,CH4,KNN,cloud1e2,0.8303664921465969,0.6796657381615598,0.30471204188481676
C no_optical,CH4,KNN,spots10,0.831413612565445,0.7214484679665738,0.33507853403141363
C no_optical,CH4,KNN,spots20,0.8209424083769633,0.6601671309192201,0.2994764397905759
C no_optical,CH4,KNN,compound,0.7989528795811518,0.5459610027855153,0.2356020942408377
C no_optical,CH4,KNN,white_x2,0.768586387434555,0.5877437325905293,0.2973821989528796
C no_optical,CH4,KNN,corr_x2,0.6701570680628273,0.5487465181058496,0.36649214659685864
C no_optical,CH4,KNN,exomol,0.8303664921465969,0.754874651810585,0.3612565445026178
C no_optical,CH4,KNN,exotransmit,0.8209424083769633,0.7158774373259053,0.3413612565445026
C no_optical,CH4,KNN,absorbers,0.8261780104712042,0.7688022284122563,0.37591623036649213
C no_optical,CH4,MLP,clean,0.8083769633507853,0.6295264623955432,0.28900523560209423
C no_optical,CH4,MLP,haze2e6,0.8094240837696335,0.6072423398328691,0.2712041884816754
C no_optical,CH4,MLP,haze3e7,0.7612565445026178,0.4456824512534819,0.19790575916230366
C no_optical,CH4,MLP,haze2p4e8,0.6534031413612565,0.07799442896935933,0.02931937172774869
C no_optical,CH4,MLP,haze1e10,0.6104712041884817,0.04735376044568245,0.049214659685863874
C no_optical,CH4,MLP,cloud1e3,0.7958115183246073,0.5348189415041783,0.23036649214659685
C no_optical,CH4,MLP,cloud1e2,0.7319371727748691,0.3370473537604457,0.14554973821989528
C no_optical,CH4,MLP,spots10,0.7916230366492146,0.5738161559888579,0.2638743455497382
C no_optical,CH4,MLP,spots20,0.7811518324607329,0.5236768802228412,0.23664921465968586
C no_optical,CH4,MLP,compound,0.7413612565445026,0.3426183844011142,0.14031413612565444
C no_optical,CH4,MLP,white_x2,0.7382198952879581,0.3871866295264624,0.1769633507853403
C no_optical,CH4,MLP,corr_x2,0.7109947643979058,0.42896935933147634,0.2356020942408377
C no_optical,CH4,MLP,exomol,0.724607329842932,0.3788300835654596,0.18429319371727748
C no_optical,CH4,MLP,exotransmit,0.7738219895287958,0.532033426183844,0.25026178010471206
C no_optical,CH4,MLP,absorbers,0.8010471204188482,0.6295264623955432,0.2963350785340314
C no_optical,CH4,RFC,clean,0.8031413612565445,0.5487465181058496,0.23350785340314137
C no_optical,CH4,RFC,haze2e6,0.8052356020942408,0.5459610027855153,0.2293193717277487
C no_optical,CH4,RFC,haze3e7,0.7560209424083769,0.36768802228412256,0.14450261780104712
C no_optical,CH4,RFC,haze2p4e8,0.6282722513089005,0.011142061281337047,0.004188481675392671
C no_optical,CH4,RFC,haze1e10,0.6240837696335079,0.0,0.0
C no_optical,CH4,RFC,cloud1e3,0.8020942408376963,0.49303621169916434,0.19267015706806281
C no_optical,CH4,RFC,cloud1e2,0.7172774869109948,0.25348189415041783,0.09738219895287958
C no_optical,CH4,RFC,spots10,0.7979057591623037,0.5264623955431755,0.22198952879581152
C no_optical,CH4,RFC,spots20,0.7780104712041885,0.46518105849582175,0.19581151832460733
C no_optical,CH4,RFC,compound,0.7225130890052356,0.27298050139275765,0.1068062827225131
C no_optical,CH4,RFC,white_x2,0.6963350785340314,0.2116991643454039,0.08691099476439791
C no_optical,CH4,RFC,corr_x2,0.6910994764397905,0.2757660167130919,0.14031413612565444
C no_optical,CH4,RFC,exomol,0.7151832460732984,0.2757660167130919,0.1162303664921466
C no_optical,CH4,RFC,exotransmit,0.7706806282722513,0.4401114206128134,0.18429319371727748
C no_optical,CH4,RFC,absorbers,0.8083769633507853,0.5598885793871866,0.23664921465968586
C no_optical,CH4,SVC,clean,0.8303664921465969,0.6545961002785515,0.2858638743455497
C no_optical,CH4,SVC,haze2e6,0.8293193717277487,0.6406685236768802,0.2764397905759162
C no_optical,CH4,SVC,haze3e7,0.7801047120418848,0.44846796657381616,0.181151832460733
C no_optical,CH4,SVC,haze2p4e8,0.631413612565445,0.019498607242339833,0.007329842931937173
C no_optical,CH4,SVC,haze1e10,0.6240837696335079,0.0,0.0
C no_optical,CH4,SVC,cloud1e3,0.831413612565445,0.6016713091922006,0.2450261780104712
C no_optical,CH4,SVC,cloud1e2,0.7612565445026178,0.37047353760445684,0.14136125654450263
C no_optical,CH4,SVC,spots10,0.8094240837696335,0.5766016713091922,0.2481675392670157
C no_optical,CH4,SVC,spots20,0.7895287958115184,0.5097493036211699,0.21780104712041884
C no_optical,CH4,SVC,compound,0.7361256544502618,0.3147632311977716,0.12460732984293194
C no_optical,CH4,SVC,white_x2,0.7308900523560209,0.33147632311977715,0.1424083769633508
C no_optical,CH4,SVC,corr_x2,0.7078534031413612,0.38440111420612816,0.20523560209424083
C no_optical,CH4,SVC,exomol,0.7602094240837697,0.43454038997214484,0.1905759162303665
C no_optical,CH4,SVC,exotransmit,0.7926701570680629,0.5236768802228412,0.225130890052356
C no_optical,CH4,SVC,absorbers,0.8282722513089005,0.6545961002785515,0.2879581151832461
C no_optical,H2O,KNN,clean,0.6659685863874345,0.3076923076923077,0.187434554973822
C no_optical,H2O,KNN,haze2e6,0.6628272251308901,0.3021978021978022,0.18638743455497384
C no_optical,H2O,KNN,haze3e7,0.6575916230366492,0.2774725274725275,0.17277486910994763
C no_optical,H2O,KNN,haze2p4e8,0.6366492146596858,0.15934065934065933,0.10366492146596859
C no_optical,H2O,KNN,haze1e10,0.618848167539267,0.019230769230769232,0.014659685863874346
C no_optical,H2O,KNN,cloud1e3,0.6701570680628273,0.2802197802197802,0.16230366492146597
C no_optical,H2O,KNN,cloud1e2,0.6544502617801047,0.23901098901098902,0.14659685863874344
C no_optical,H2O,KNN,spots10,0.6701570680628273,0.3434065934065934,0.21047120418848167
C no_optical,H2O,KNN,spots20,0.6785340314136126,0.36538461538461536,0.218848167539267
C no_optical,H2O,KNN,compound,0.6680628272251309,0.3159340659340659,0.19162303664921465
C no_optical,H2O,KNN,white_x2,0.6513089005235602,0.23626373626373626,0.14764397905759163
C no_optical,H2O,KNN,corr_x2,0.6261780104712041,0.23901098901098902,0.17486910994764399
C no_optical,H2O,KNN,exomol,0.650261780104712,0.25824175824175827,0.16544502617801046
C no_optical,H2O,KNN,exotransmit,0.650261780104712,0.23076923076923078,0.14450261780104712
C no_optical,H2O,KNN,absorbers,0.675392670157068,0.30494505494505497,0.17591623036649215
C no_optical,H2O,MLP,clean,0.7361256544502618,0.4945054945054945,0.25968586387434556
C no_optical,H2O,MLP,haze2e6,0.7319371727748691,0.46703296703296704,0.24293193717277486
C no_optical,H2O,MLP,haze3e7,0.6837696335078534,0.2857142857142857,0.15287958115183245
C no_optical,H2O,MLP,haze2p4e8,0.6481675392670158,0.21153846153846154,0.1319371727748691
C no_optical,H2O,MLP,haze1e10,0.618848167539267,0.01098901098901099,0.008376963350785341
C no_optical,H2O,MLP,cloud1e3,0.7141361256544503,0.3956043956043956,0.20628272251308902
C no_optical,H2O,MLP,cloud1e2,0.6816753926701571,0.31868131868131866,0.18010471204188483
C no_optical,H2O,MLP,spots10,0.7256544502617801,0.49725274725274726,0.27225130890052357
C no_optical,H2O,MLP,spots20,0.7183246073298429,0.5027472527472527,0.2837696335078534
C no_optical,H2O,MLP,compound,0.669109947643979,0.2692307692307692,0.1549738219895288
C no_optical,H2O,MLP,white_x2,0.6680628272251309,0.3159340659340659,0.19162303664921465
C no_optical,H2O,MLP,corr_x2,0.6554973821989529,0.2554945054945055,0.1581151832460733
C no_optical,H2O,MLP,exomol,0.6973821989528796,0.3626373626373626,0.19790575916230366
C no_optical,H2O,MLP,exotransmit,0.7057591623036649,0.4258241758241758,0.23769633507853402
C no_optical,H2O,MLP,absorbers,0.7319371727748691,0.4807692307692308,0.2534031413612565
C no_optical,H2O,RFC,clean,0.7057591623036649,0.260989010989011,0.11204188481675392
C no_optical,H2O,RFC,haze2e6,0.7099476439790576,0.260989010989011,0.10785340314136126
C no_optical,H2O,RFC,haze3e7,0.6732984293193718,0.1620879120879121,0.06910994764397906
C no_optical,H2O,RFC,haze2p4e8,0.6240837696335079,0.019230769230769232,0.009424083769633508
C no_optical,H2O,RFC,haze1e10,0.618848167539267,0.0,0.0
C no_optical,H2O,RFC,cloud1e3,0.6900523560209424,0.20054945054945056,0.08167539267015707
C no_optical,H2O,RFC,cloud1e2,0.6628272251308901,0.12637362637362637,0.05235602094240838
C no_optical,H2O,RFC,spots10,0.7099476439790576,0.28296703296703296,0.12460732984293194
C no_optical,H2O,RFC,spots20,0.6984293193717277,0.29395604395604397,0.14450261780104712
C no_optical,H2O,RFC,compound,0.675392670157068,0.1813186813186813,0.08167539267015707
C no_optical,H2O,RFC,white_x2,0.6534031413612565,0.10989010989010989,0.049214659685863874
C no_optical,H2O,RFC,corr_x2,0.6628272251308901,0.1346153846153846,0.05863874345549738
C no_optical,H2O,RFC,exomol,0.6816753926701571,0.17857142857142858,0.07329842931937172
C no_optical,H2O,RFC,exotransmit,0.6827225130890052,0.20054945054945056,0.08900523560209424
C no_optical,H2O,RFC,absorbers,0.7015706806282722,0.24175824175824176,0.10157068062827225
C no_optical,H2O,SVC,clean,0.7340314136125654,0.3708791208791209,0.16753926701570682
C no_optical,H2O,SVC,haze2e6,0.7287958115183246,0.3516483516483517,0.1581151832460733
C no_optical,H2O,SVC,haze3e7,0.6837696335078534,0.2087912087912088,0.09424083769633508
C no_optical,H2O,SVC,haze2p4e8,0.6240837696335079,0.019230769230769232,0.009424083769633508
C no_optical,H2O,SVC,haze1e10,0.6198952879581152,0.0027472527472527475,0.0010471204188481676
C no_optical,H2O,SVC,cloud1e3,0.7109947643979058,0.28846153846153844,0.12774869109947645
C no_optical,H2O,SVC,cloud1e2,0.6785340314136126,0.1978021978021978,0.09109947643979058
C no_optical,H2O,SVC,spots10,0.7319371727748691,0.3983516483516483,0.1905759162303665
C no_optical,H2O,SVC,spots20,0.7287958115183246,0.41483516483516486,0.20628272251308902
C no_optical,H2O,SVC,compound,0.675392670157068,0.21703296703296704,0.10890052356020942
C no_optical,H2O,SVC,white_x2,0.6680628272251309,0.17857142857142858,0.08691099476439791
C no_optical,H2O,SVC,corr_x2,0.6554973821989529,0.23351648351648352,0.14136125654450263
C no_optical,H2O,SVC,exomol,0.7047120418848167,0.28846153846153844,0.13403141361256546
C no_optical,H2O,SVC,exotransmit,0.6973821989528796,0.27472527472527475,0.13089005235602094
C no_optical,H2O,SVC,absorbers,0.7308900523560209,0.37362637362637363,0.17277486910994763
C no_optical,CO2,KNN,clean,0.7811518324607329,0.6709844559585493,0.35706806282722514
C no_optical,CO2,KNN,haze2e6,0.774869109947644,0.6606217616580311,0.3549738219895288
C no_optical,CO2,KNN,haze3e7,0.7842931937172775,0.6502590673575129,0.33717277486910996
C no_optical,CO2,KNN,haze2p4e8,0.749738219895288,0.45595854922279794,0.21465968586387435
C no_optical,CO2,KNN,haze1e10,0.6198952879581152,0.08031088082901554,0.040837696335078534
C no_optical,CO2,KNN,cloud1e3,0.7769633507853403,0.6502590673575129,0.34450261780104713
C no_optical,CO2,KNN,cloud1e2,0.7612565445026178,0.5984455958549223,0.3183246073298429
C no_optical,CO2,KNN,spots10,0.7790575916230367,0.6502590673575129,0.3424083769633508
C no_optical,CO2,KNN,spots20,0.7727748691099476,0.6295336787564767,0.3319371727748691
C no_optical,CO2,KNN,compound,0.7675392670157068,0.5621761658031088,0.28272251308900526
C no_optical,CO2,KNN,white_x2,0.7256544502617801,0.4948186528497409,0.27015706806282724
C no_optical,CO2,KNN,corr_x2,0.6670157068062827,0.4170984455958549,0.26596858638743454
C no_optical,CO2,KNN,exomol,0.7403141361256544,0.4896373056994819,0.2513089005235602
C no_optical,CO2,KNN,exotransmit,0.7643979057591623,0.6217616580310881,0.33403141361256544
C no_optical,CO2,KNN,absorbers,0.7821989528795812,0.6476683937823834,0.33717277486910996
C no_optical,CO2,MLP,clean,0.7727748691099476,0.5880829015544041,0.29842931937172773
C no_optical,CO2,MLP,haze2e6,0.7738219895287958,0.5751295336787565,0.2869109947643979
C no_optical,CO2,MLP,haze3e7,0.7141361256544503,0.38341968911917096,0.19162303664921465
C no_optical,CO2,MLP,haze2p4e8,0.6638743455497382,0.22538860103626943,0.11413612565445026
C no_optical,CO2,MLP,haze1e10,0.5979057591623037,0.007772020725388601,0.004188481675392671
C no_optical,CO2,MLP,cloud1e3,0.762303664921466,0.5181347150259067,0.2523560209424084
C no_optical,CO2,MLP,cloud1e2,0.7193717277486911,0.3911917098445596,0.19267015706806281
C no_optical,CO2,MLP,spots10,0.7643979057591623,0.5595854922279793,0.2837696335078534
C no_optical,CO2,MLP,spots20,0.7392670157068063,0.5,0.2607329842931937
C no_optical,CO2,MLP,compound,0.6701570680628273,0.25906735751295334,0.13507853403141362
C no_optical,CO2,MLP,white_x2,0.6879581151832461,0.32124352331606215,0.16753926701570682
C no_optical,CO2,MLP,corr_x2,0.6785340314136126,0.30569948186528495,0.1643979057591623
C no_optical,CO2,MLP,exomol,0.7183246073298429,0.38860103626943004,0.19162303664921465
C no_optical,CO2,MLP,exotransmit,0.7413612565445026,0.4792746113989637,0.2418848167539267
C no_optical,CO2,MLP,absorbers,0.7801047120418848,0.5803108808290155,0.2848167539267016
C no_optical,CO2,RFC,clean,0.7675392670157068,0.4948186528497409,0.22827225130890053
C no_optical,CO2,RFC,haze2e6,0.7633507853403141,0.47150259067357514,0.2136125654450262
C no_optical,CO2,RFC,haze3e7,0.6848167539267016,0.23575129533678757,0.10157068062827225
C no_optical,CO2,RFC,haze2p4e8,0.6136125654450262,0.04404145077720207,0.01780104712041885
C no_optical,CO2,RFC,haze1e10,0.5958115183246073,0.0,0.0
C no_optical,CO2,RFC,cloud1e3,0.7455497382198953,0.4274611398963731,0.19581151832460733
C no_optical,CO2,RFC,cloud1e2,0.724607329842932,0.33419689119170987,0.14136125654450263
C no_optical,CO2,RFC,spots10,0.7413612565445026,0.4119170984455959,0.187434554973822
C no_optical,CO2,RFC,spots20,0.7204188481675393,0.35233160621761656,0.16020942408376965
C no_optical,CO2,RFC,compound,0.669109947643979,0.18652849740932642,0.0774869109947644
C no_optical,CO2,RFC,white_x2,0.6513089005235602,0.15284974093264247,0.06806282722513089
C no_optical,CO2,RFC,corr_x2,0.6460732984293194,0.17875647668393782,0.09424083769633508
C no_optical,CO2,RFC,exomol,0.7068062827225131,0.2979274611398964,0.12984293193717278
C no_optical,CO2,RFC,exotransmit,0.7047120418848167,0.30569948186528495,0.1382198952879581
C no_optical,CO2,RFC,absorbers,0.7643979057591623,0.48186528497409326,0.22094240837696336
C no_optical,CO2,SVC,clean,0.7958115183246073,0.5803108808290155,0.26910994764397905
C no_optical,CO2,SVC,haze2e6,0.7884816753926701,0.5595854922279793,0.25968586387434556
C no_optical,CO2,SVC,haze3e7,0.724607329842932,0.34196891191709844,0.14764397905759163
C no_optical,CO2,SVC,haze2p4e8,0.606282722513089,0.025906735751295335,0.010471204188481676
C no_optical,CO2,SVC,haze1e10,0.5958115183246073,0.0,0.0
C no_optical,CO2,SVC,cloud1e3,0.7759162303664922,0.5077720207253886,0.23036649214659685
C no_optical,CO2,SVC,cloud1e2,0.7486910994764397,0.40414507772020725,0.17382198952879582
C no_optical,CO2,SVC,spots10,0.768586387434555,0.49740932642487046,0.2293193717277487
C no_optical,CO2,SVC,spots20,0.7507853403141361,0.45077720207253885,0.2094240837696335
C no_optical,CO2,SVC,compound,0.6732984293193718,0.19689119170984457,0.08167539267015707
C no_optical,CO2,SVC,white_x2,0.6827225130890052,0.24352331606217617,0.1099476439790576
C no_optical,CO2,SVC,corr_x2,0.6712041884816754,0.2823834196891192,0.15287958115183245
C no_optical,CO2,SVC,exomol,0.7214659685863875,0.35233160621761656,0.15916230366492146
C no_optical,CO2,SVC,exotransmit,0.7361256544502618,0.41450777202072536,0.19476439790575917
C no_optical,CO2,SVC,absorbers,0.7895287958115184,0.5466321243523317,0.2481675392670157
C no_optical,NH3,KNN,clean,0.7790575916230367,0.5376344086021505,0.25026178010471206
C no_optical,NH3,KNN,haze2e6,0.774869109947644,0.5134408602150538,0.2356020942408377
C no_optical,NH3,KNN,haze3e7,0.7413612565445026,0.40053763440860213,0.181151832460733
C no_optical,NH3,KNN,haze2p4e8,0.7036649214659686,0.40053763440860213,0.218848167539267
C no_optical,NH3,KNN,haze1e10,0.5455497382198953,0.40860215053763443,0.3832460732984293
C no_optical,NH3,KNN,cloud1e3,0.774869109947644,0.5134408602150538,0.2356020942408377
C no_optical,NH3,KNN,cloud1e2,0.7403141361256544,0.4327956989247312,0.20732984293193718
C no_optical,NH3,KNN,spots10,0.7633507853403141,0.47043010752688175,0.2136125654450262
C no_optical,NH3,KNN,spots20,0.7507853403141361,0.4381720430107527,0.20104712041884817
C no_optical,NH3,KNN,compound,0.7308900523560209,0.3790322580645161,0.17486910994764399
C no_optical,NH3,KNN,white_x2,0.6963350785340314,0.3870967741935484,0.2157068062827225
C no_optical,NH3,KNN,corr_x2,0.6272251308900524,0.34408602150537637,0.2513089005235602
C no_optical,NH3,KNN,exomol,0.7696335078534031,0.5887096774193549,0.2994764397905759
C no_optical,NH3,KNN,exotransmit,0.7445026178010471,0.4731182795698925,0.23455497382198953
C no_optical,NH3,KNN,absorbers,0.7780104712041885,0.5349462365591398,0.24921465968586387
C no_optical,NH3,MLP,clean,0.787434554973822,0.5833333333333334,0.2774869109947644
C no_optical,NH3,MLP,haze2e6,0.768586387434555,0.5134408602150538,0.2418848167539267
C no_optical,NH3,MLP,haze3e7,0.6649214659685864,0.1586021505376344,0.06910994764397906
C no_optical,NH3,MLP,haze2p4e8,0.6115183246073298,0.005376344086021506,0.0031413612565445027
C no_optical,NH3,MLP,haze1e10,0.6041884816753926,0.06451612903225806,0.05654450261780105
C no_optical,NH3,MLP,cloud1e3,0.7926701570680629,0.5456989247311828,0.24293193717277486
C no_optical,NH3,MLP,cloud1e2,0.7204188481675393,0.3548387096774194,0.16649214659685863
C no_optical,NH3,MLP,spots10,0.7486910994764397,0.42473118279569894,0.19267015706806281
C no_optical,NH3,MLP,spots20,0.7120418848167539,0.3172043010752688,0.14554973821989528
C no_optical,NH3,MLP,compound,0.6408376963350786,0.08870967741935484,0.0387434554973822
C no_optical,NH3,MLP,white_x2,0.7036649214659686,0.3682795698924731,0.193717277486911
C no_optical,NH3,MLP,corr_x2,0.6774869109947644,0.3064516129032258,0.17172774869109947
C no_optical,NH3,MLP,exomol,0.7811518324607329,0.6155913978494624,0.3089005235602094
C no_optical,NH3,MLP,exotransmit,0.7476439790575916,0.48118279569892475,0.23769633507853402
C no_optical,NH3,MLP,absorbers,0.7821989528795812,0.5779569892473119,0.27853403141361255
C no_optical,NH3,RFC,clean,0.7706806282722513,0.4435483870967742,0.18534031413612564
C no_optical,NH3,RFC,haze2e6,0.749738219895288,0.3844086021505376,0.16020942408376965
C no_optical,NH3,RFC,haze3e7,0.6565445026178011,0.12634408602150538,0.05235602094240838
C no_optical,NH3,RFC,haze2p4e8,0.643979057591623,0.18548387096774194,0.11099476439790576
C no_optical,NH3,RFC,haze1e10,0.5696335078534032,0.18010752688172044,0.181151832460733
C no_optical,NH3,RFC,cloud1e3,0.7476439790575916,0.3602150537634409,0.14345549738219895
C no_optical,NH3,RFC,cloud1e2,0.7005235602094241,0.23387096774193547,0.09214659685863874
C no_optical,NH3,RFC,spots10,0.7183246073298429,0.29301075268817206,0.12041884816753927
C no_optical,NH3,RFC,spots20,0.7047120418848167,0.25806451612903225,0.1068062827225131
C no_optical,NH3,RFC,compound,0.6492146596858639,0.11290322580645161,0.049214659685863874
C no_optical,NH3,RFC,white_x2,0.6890052356020943,0.20967741935483872,0.08481675392670157
C no_optical,NH3,RFC,corr_x2,0.6732984293193718,0.18548387096774194,0.08167539267015707
C no_optical,NH3,RFC,exomol,0.7884816753926701,0.521505376344086,0.22827225130890053
C no_optical,NH3,RFC,exotransmit,0.7225130890052356,0.3118279569892473,0.13089005235602094
C no_optical,NH3,RFC,absorbers,0.7696335078534031,0.4489247311827957,0.1905759162303665
C no_optical,NH3,SVC,clean,0.7958115183246073,0.5376344086021505,0.23350785340314137
C no_optical,NH3,SVC,haze2e6,0.7821989528795812,0.489247311827957,0.2094240837696335
C no_optical,NH3,SVC,haze3e7,0.6701570680628273,0.15591397849462366,0.061780104712041886
C no_optical,NH3,SVC,haze2p4e8,0.6104712041884817,0.0,0.0
C no_optical,NH3,SVC,haze1e10,0.6167539267015707,0.021505376344086023,0.010471204188481676
C no_optical,NH3,SVC,cloud1e3,0.7895287958115184,0.48655913978494625,0.2
C no_optical,NH3,SVC,cloud1e2,0.7287958115183246,0.31989247311827956,0.13089005235602094
C no_optical,NH3,SVC,spots10,0.7445026178010471,0.3870967741935484,0.16753926701570682
C no_optical,NH3,SVC,spots20,0.7151832460732984,0.30376344086021506,0.1319371727748691
