mean_pred,observed,n,lo,hi,model
0.8350821733474731,0.8425720620842572,902,0.8173569895725633,0.8648814945067723,norm_mlp
0.9759829044342041,0.9589345172031076,901,0.9439099539220027,0.9700621711438652,norm_mlp
0.9934543371200562,0.9911209766925638,901,0.9825775600916598,0.9954941819679448,norm_mlp
0.9984096884727478,0.9988901220865705,901,0.9937400059408641,0.9998040574620564,norm_mlp
0.9998117685317993,1.0,901,0.9957543950233941,0.9999999999999999,norm_mlp
0.00016811791283544153,0.0,902,0.0,0.004240918058963067,pcaw_mlp
0.00564898457378149,0.004434589800443459,902,0.0017258082083090103,0.011346675987603385,pcaw_mlp
0.14598232507705688,0.037694013303769404,902,0.027097723739026074,0.05221150648400629,pcaw_mlp
0.38854360580444336,0.041019955654102,902,0.029904477228652075,0.05602842759709229,pcaw_mlp
0.4413299858570099,0.4079822616407982,902,0.376365114240934,0.4403798884173673,pcaw_mlp
0.4695158004760742,0.8070953436807096,902,0.7800641011061643,0.8315218538775767,pcaw_mlp
0.6442838311195374,0.8546059933407325,901,0.8300830376591513,0.8761179150821903,pcaw_mlp
0.9353143572807312,0.8879023307436182,901,0.8656330152709826,0.9068778860845697,pcaw_mlp
0.9973006248474121,0.9711431742508324,901,0.9580532313808227,0.9802325415102556,pcaw_mlp
0.9997757077217102,0.9900110987791343,901,0.9811253141582951,0.9947360962808359,pcaw_mlp
0.0006727479049004614,0.0,902,0.0,0.004240918058963067,pca_mlp
0.009060933254659176,0.0022172949002217295,902,0.0006082602471622557,0.008048440880275476,pca_mlp
0.133201465010643,0.02106430155210643,902,0.013525907286663644,0.03266494992280873,pca_mlp
0.3622019588947296,0.09312638580931264,902,0.07584823750497492,0.11385556942992407,pca_mlp
0.4542093873023987,0.25942350332594233,902,0.23188122967567723,0.28900630739482147,pca_mlp
0.4752930998802185,0.844789356984479,902,0.8197006962092955,0.8669535709385149,pca_mlp
0.5762426257133484,0.8657047724750278,901,0.8418809692214545,0.8864232997246241,pca_mlp
0.7977350950241089,0.9433962264150944,901,0.926339481750776,0.9566880006284604,pca_mlp
0.9505344033241272,0.97669256381798,901,0.9646315963313261,0.9847058346621205,pca_mlp
