threshold,molecule,model,base_rate,clean,haze3e7,cloud1e2,absorbers,spots10,spots20,noise_x2,noise_x3
1e-5,CH4,KNN,0.5898234683281413,0.6614745586708204,0.4195223260643821,0.5804776739356179,0.6438213914849429,0.5628245067497404,0.46936656282450673,0.5721703011422637,0.5327102803738317
1e-5,CH4,MLP,0.5898234683281413,0.6884735202492211,0.4132917964693666,0.5835929387331257,0.667705088265836,0.5628245067497404,0.48390446521287644,0.5981308411214953,0.5524402907580478
1e-5,CH4,RFC,0.5898234683281413,0.6635514018691588,0.4122533748701973,0.5700934579439252,0.6552440290758048,0.5565939771547248,0.47767393561786087,0.5784008307372793,0.5223260643821391
1e-5,CH4,SVC,0.5898234683281413,0.6749740394600208,0.4101765316718588,0.5846313603322949,0.6635514018691588,0.5597092419522326,0.49117341640706125,0.5887850467289719,0.5337487019730011
1e-5,H2O,KNN,0.6105919003115264,0.5721703011422637,0.39148494288681207,0.49221183800623053,0.5659397715472482,0.48494288681204567,0.43509865005192105,0.5295950155763239,0.4994807892004154
1e-5,H2O,MLP,0.6105919003115264,0.6012461059190031,0.3883696780893043,0.470404984423676,0.5950155763239875,0.4724818276220145,0.4205607476635514,0.5441329179646937,0.5129802699896158
1e-5,H2O,RFC,0.6105919003115264,0.5970924195223261,0.387331256490135,0.46313603322949115,0.6002076843198338,0.47767393561786087,0.43198338525441327,0.5752855659397715,0.5109034267912772
1e-5,H2O,SVC,0.6105919003115264,0.5815160955347871,0.3883696780893043,0.4454828660436137,0.5825545171339563,0.4620976116303219,0.42471443406022846,0.5046728971962616,0.4787123572170301
1e-5,CO2,KNN,0.5867082035306335,0.5025960539979232,0.44132917964693663,0.45067497403946,0.5171339563862928,0.45482866043613707,0.44963655244029077,0.48078920041536866,0.43509865005192105
1e-5,CO2,MLP,0.5867082035306335,0.5005192107995846,0.42471443406022846,0.4620976116303219,0.4974039460020768,0.446521287642783,0.43094496365524404,0.45794392523364486,0.4454828660436137
