threshold,molecule,classifier,clean,cloud1e4,cloud1e3,cloud1e2,cloud1e1,haze2e5,haze2e6,haze3e7,haze2p4e8,haze1e10,absorbers,exomol,exotransmit,spots02,spots05,spots10,spots20,fac10,compound,white_x1.5,white_x2,white_x3,corr_x1.5,corr_x2,corr_x3,ramp_x1,ramp_x2
1e-4,CO2,RFC,0.7780104712041885,0.7811518324607329,0.7549738219895288,0.7089005235602094,0.6460732984293194,0.7790575916230367,0.6963350785340314,0.6178010471204188,0.5979057591623037,0.5958115183246073,0.7832460732984293,0.7287958115183246,0.7267015706806282,0.7539267015706806,0.7413612565445026,0.7162303664921466,0.6837696335078534,0.7811518324607329,0.6031413612565445,0.6984293193717277,0.6492146596858639,0.6209424083769634,0.6910994764397905,0.6513089005235602,0.6272251308900524,0.7549738219895288,0.7162303664921466
1e-4,CO2,SVC,0.8251308900523561,0.818848167539267,0.7916230366492146,0.7287958115183246,0.669109947643979,0.8146596858638744,0.680628272251309,0.5958115183246073,0.5958115183246073,0.5958115183246073,0.8178010471204189,0.7602094240837697,0.7696335078534031,0.8031413612565445,0.7801047120418848,0.7382198952879581,0.6858638743455497,0.8335078534031414,0.5958115183246073,0.7424083769633508,0.6848167539267016,0.6429319371727749,0.7141361256544503,0.6722513089005235,0.6418848167539267,0.7947643979057591,0.7141361256544503
1e-4,NH3,KNN,0.8219895287958116,0.8272251308900523,0.8041884816753927,0.7486910994764397,0.6994764397905759,0.8041884816753927,0.7329842931937173,0.6324607329842932,0.6356020942408377,0.6104712041884817,0.818848167539267,0.7926701570680629,0.7863874345549738,0.8083769633507853,0.7958115183246073,0.7654450261780105,0.7225130890052356,0.8157068062827225,0.618848167539267,0.7528795811518325,0.7308900523560209,0.6732984293193718,0.6910994764397905,0.6554973821989529,0.6178010471204188,0.7989528795811518,0.7570680628272252
1e-4,NH3,MLP,0.8523560209424084,0.8659685863874346,0.7905759162303665,0.6890052356020943,0.6230366492146597,0.812565445026178,0.6523560209424084,0.6094240837696335,0.6094240837696335,0.5947643979057592,0.8492146596858638,0.8136125654450261,0.8167539267015707,0.8345549738219895,0.7842931937172775,0.7361256544502618,0.6816753926701571,0.8240837696335078,0.6104712041884817,0.8031413612565445,0.768586387434555,0.7225130890052356,0.774869109947644,0.7172774869109948,0.675392670157068,0.8397905759162304,0.7790575916230367
1e-4,NH3,RFC,0.8450261780104712,0.86282722513089,0.7612565445026178,0.6617801047120419,0.618848167539267,0.8136125654450261,0.6544502617801047,0.6104712041884817,0.612565445026178,0.6094240837696335,0.8439790575916231,0.8471204188481676,0.7947643979057591,0.8020942408376963,0.7518324607329843,0.7130890052356021,0.6670157068062827,0.8544502617801047,0.6104712041884817,0.7602094240837697,0.7026178010471205,0.6534031413612565,0.7643979057591623,0.7057591623036649,0.6607329842931937,0.793717277486911,0.6963350785340314
1e-4,NH3,SVC,0.8607329842931937,0.8764397905759163,0.7958115183246073,0.694240837696335,0.6335078534031413,0.8303664921465969,0.6617801047120419,0.6104712041884817,0.6104712041884817,0.6104712041884817,0.8607329842931937,0.8554973821989529,0.8240837696335078,0.8303664921465969,0.7780104712041885,0.7267015706806282,0.6837696335078534,0.8397905759162304,0.6104712041884817,0.7989528795811518,0.7455497382198953,0.6900523560209424,0.7664921465968586,0.7172774869109948,0.669109947643979,0.8356020942408376,0.7549738219895288
1e-5,CH4,KNN,0.8094240837696335,0.8010471204188482,0.7926701570680629,0.7392670157068063,0.6554973821989529,0.8041884816753927,0.7759162303664922,0.6356020942408377,0.5424083769633508,0.43036649214659684,0.8,0.8052356020942408,0.7759162303664922,0.7958115183246073,0.787434554973822,0.7528795811518325,0.6994764397905759,0.806282722513089,0.5277486910994764,0.7560209424083769,0.7172774869109948,0.6586387434554973,0.6607329842931937,0.6293193717277487,0.5780104712041885,0.7424083769633508,0.6900523560209424
1e-5,CH4,MLP,0.8115183246073299,0.8094240837696335,0.7643979057591623,0.6837696335078534,0.5738219895287958,0.7968586387434555,0.587434554973822,0.4094240837696335,0.41047120418848165,0.43664921465968587,0.8020942408376963,0.7989528795811518,0.7633507853403141,0.7863874345549738,0.7539267015706806,0.6890052356020943,0.5947643979057592,0.818848167539267,0.4094240837696335,0.7350785340314137,0.6952879581151833,0.6240837696335079,0.6973821989528796,0.6303664921465969,0.581151832460733,0.7633507853403141,0.6984293193717277
1e-5,CH4,RFC,0.7863874345549738,0.7895287958115184,0.7382198952879581,0.6356020942408377,0.49109947643979057,0.7790575916230367,0.6743455497382199,0.5361256544502618,0.4167539267015707,0.41047120418848165,0.7832460732984293,0.7591623036649214,0.7361256544502618,0.7654450261780105,0.7350785340314137,0.694240837696335,0.6282722513089005,0.7958115183246073,0.4806282722513089,0.6984293193717277,0.6240837696335079,0.518324607329843,0.6795811518324607,0.6345549738219896,0.5528795811518324,0.6701570680628273,0.5706806282722513
1e-5,CH4,SVC,0.8136125654450261,0.8198952879581152,0.762303664921466,0.6879581151832461,0.5507853403141362,0.7979057591623037,0.6575916230366492,0.4094240837696335,0.4094240837696335,0.4094240837696335,0.8115183246073299,0.8146596858638744,0.7717277486910995,0.7821989528795812,0.7518324607329843,0.6910994764397905,0.606282722513089,0.8324607329842932,0.4094240837696335,0.7413612565445026,0.680628272251309,0.5979057591623037,0.6774869109947644,0.625130890052356,0.5727748691099477,0.7790575916230367,0.6869109947643979
1e-5,H2O,KNN,0.5926701570680628,0.5884816753926702,0.5738219895287958,0.5445026178010471,0.5193717277486911,0.5801047120418849,0.5497382198952879,0.4408376963350785,0.43036649214659684,0.41465968586387436,0.5926701570680628,0.5821989528795811,0.5602094240837696,0.5916230366492147,0.5895287958115183,0.5727748691099477,0.5486910994764398,0.5989528795811518,0.4157068062827225,0.5602094240837696,0.5256544502617801,0.5235602094240838,0.5486910994764398,0.5057591623036649,0.4774869109947644,0.574869109947644,0.5141361256544502
1e-5,H2O,MLP,0.7287958115183246,0.7298429319371728,0.6659685863874345,0.5696335078534032,0.5162303664921466,0.7026178010471205,0.49947643979057593,0.38848167539267014,0.3958115183246073,0.4,0.7287958115183246,0.6743455497382199,0.6984293193717277,0.7089005235602094,0.6712041884816754,0.6104712041884817,0.5319371727748691,0.7340314136125654,0.38952879581151834,0.6596858638743456,0.6209424083769634,0.5759162303664922,0.6198952879581152,0.5727748691099477,0.5214659685863874,0.6670157068062827,0.5549738219895288
1e-5,H2O,RFC,0.6931937172774869,0.6900523560209424,0.6104712041884817,0.5225130890052356,0.44607329842931936,0.6649214659685864,0.5109947643979058,0.39267015706806285,0.393717277486911,0.3947643979057592,0.6869109947643979,0.6544502617801047,0.6680628272251309,0.650261780104712,0.612565445026178,0.5539267015706806,0.5047120418848168,0.6827225130890052,0.39267015706806285,0.6471204188481675,0.6083769633507854,0.5486910994764398,0.6146596858638743,0.556020942408377,0.5172774869109947,0.5643979057591623,0.4712041884816754
1e-5,H2O,SVC,0.6910994764397905,0.6921465968586388,0.6240837696335079,0.5476439790575917,0.4848167539267016,0.6586387434554973,0.48900523560209425,0.38848167539267014,0.38848167539267014,0.38952879581151834,0.6869109947643979,0.6659685863874345,0.650261780104712,0.6617801047120419,0.6335078534031413,0.587434554973822,0.5214659685863874,0.7026178010471205,0.38848167539267014,0.6324607329842932,0.5832460732984294,0.5225130890052356,0.5958115183246073,0.5413612565445026,0.4973821989528796,0.6397905759162303,0.5455497382198953
1e-5,CO2,KNN,0.7801047120418848,0.7895287958115184,0.7738219895287958,0.7654450261780105,0.7141361256544503,0.7790575916230367,0.7821989528795812,0.675392670157068,0.5717277486910994,0.46910994764397906,0.7832460732984293,0.7455497382198953,0.7455497382198953,0.7842931937172775,0.762303664921466,0.7602094240837697,0.7350785340314137,0.7895287958115184,0.5685863874345549,0.7130890052356021,0.6670157068062827,0.6198952879581152,0.6492146596858639,0.5968586387434555,0.562303664921466,0.7675392670157068,0.6890052356020943
1e-5,CO2,MLP,0.8073298429319372,0.8157068062827225,0.7842931937172775,0.7183246073298429,0.6481675392670158,0.7968586387434555,0.5842931937172775,0.41151832460732984,0.4157068062827225,0.42303664921465967,0.8094240837696335,0.7675392670157068,0.768586387434555,0.7926701570680629,0.7581151832460733,0.6890052356020943,0.5947643979057592,0.818848167539267,0.41047120418848165,0.7267015706806282,0.6722513089005235,0.6083769633507854,0.6774869109947644,0.5989528795811518,0.5455497382198953,0.7863874345549738,0.7099476439790576
1e-5,CO2,RFC,0.7821989528795812,0.7968586387434555,0.7738219895287958,0.7204188481675393,0.5947643979057592,0.7884816753926701,0.7392670157068063,0.48795811518324606,0.42408376963350786,0.41151832460732984,0.7905759162303665,0.7141361256544503,0.7476439790575916,0.7633507853403141,0.7392670157068063,0.6869109947643979,0.6115183246073298,0.7884816753926701,0.437696335078534,0.7130890052356021,0.6387434554973822,0.5424083769633508,0.6827225130890052,0.6031413612565445,0.5350785340314136,0.7162303664921466,0.6387434554973822
1e-5,CO2,SVC,0.8167539267015707,0.8240837696335078,0.787434554973822,0.724607329842932,0.6523560209424084,0.8104712041884817,0.6544502617801047,0.41465968586387436,0.41047120418848165,0.41047120418848165,0.8178010471204189,0.7518324607329843,0.7696335078534031,0.7926701570680629,0.7612565445026178,0.7036649214659686,0.6272251308900524,0.8366492146596859,0.41151832460732984,0.743455497382199,0.6680628272251309,0.5738219895287958,0.6900523560209424,0.6073298429319371,0.5445026178010471,0.7706806282722513,0.6973821989528796
1e-5,NH3,KNN,0.7581151832460733,0.7664921465968586,0.7225130890052356,0.6492146596858639,0.5759162303664922,0.7539267015706806,0.6722513089005235,0.4931937172774869,0.46910994764397906,0.4973821989528796,0.768586387434555,0.7539267015706806,0.7057591623036649,0.7486910994764397,0.7162303664921466,0.6827225130890052,0.612565445026178,0.7549738219895288,0.44397905759162304,0.6858638743455497,0.6848167539267016,0.6115183246073298,0.6481675392670158,0.5780104712041885,0.5424083769633508,0.7382198952879581,0.7089005235602094
1e-5,NH3,MLP,0.8209424083769633,0.8230366492146597,0.7507853403141361,0.6345549738219896,0.5308900523560209,0.7968586387434555,0.5654450261780105,0.42513089005235605,0.42303664921465967,0.5204188481675392,0.8230366492146597,0.7895287958115184,0.7884816753926701,0.7821989528795812,0.7382198952879581,0.6680628272251309,0.5769633507853403,0.8094240837696335,0.4261780104712042,0.7905759162303665,0.7308900523560209,0.6628272251308901,0.7225130890052356,0.6638743455497382,0.6020942408376964,0.8293193717277487,0.8115183246073299
1e-5,NH3,RFC,0.8041884816753927,0.8073298429319372,0.7298429319371728,0.5821989528795811,0.4712041884816754,0.768586387434555,0.5780104712041885,0.4293193717277487,0.4261780104712042,0.4261780104712042,0.8041884816753927,0.7968586387434555,0.7727748691099476,0.7528795811518325,0.7015706806282722,0.6136125654450262,0.5403141361256545,0.8198952879581152,0.4261780104712042,0.7371727748691099,0.6554973821989529,0.5570680628272251,0.7193717277486911,0.6492146596858639,0.5465968586387434,0.7403141361256544,0.6680628272251309
1e-5,NH3,SVC,0.8010471204188482,0.8167539267015707,0.743455497382199,0.631413612565445,0.5130890052356021,0.787434554973822,0.5853403141361256,0.4261780104712042,0.4261780104712042,0.4272251308900524,0.7989528795811518,0.7916230366492146,0.7738219895287958,0.7780104712041885,0.7277486910994765,0.6554973821989529,0.5664921465968586,0.8104712041884817,0.4261780104712042,0.7528795811518325,0.6890052356020943,0.6094240837696335,0.7036649214659686,0.6471204188481675,0.5717277486910994,0.7895287958115184,0.7235602094240837
1e-3,CH4,KNN,0.8481675392670157,0.8502617801047121,0.8502617801047121,0.8502617801047121,0.8240837696335078,0.8523560209424084,0.8513089005235602,0.8157068062827225,0.8094240837696335,0.7905759162303665,0.8502617801047121,0.8324607329842932,0.8356020942408376,0.8554973821989529,0.8450261780104712,0.8429319371727748,0.8324607329842932,0.8418848167539267,0.8,0.8115183246073299,0.8178010471204189,0.8041884816753927,0.7811518324607329,0.7654450261780105,0.7518324607329843,0.8094240837696335,0.7633507853403141
1e-3,CH4,MLP,0.8680628272251308,0.8732984293193717,0.8492146596858638,0.806282722513089,0.7884816753926701,0.8649214659685864,0.7979057591623037,0.7905759162303665,0.7968586387434555,0.7863874345549738,0.8680628272251308,0.8649214659685864,0.8596858638743455,0.86282722513089,0.8575916230366493,0.8387434554973822,0.8198952879581152,0.8670157068062827,0.7905759162303665,0.8356020942408376,0.8240837696335078,0.8,0.8198952879581152,0.8031413612565445,0.7916230366492146,0.8638743455497382,0.8617801047120419
1e-3,CH4,RFC,0.8513089005235602,0.8534031413612565,0.831413612565445,0.8073298429319372,0.7905759162303665,0.8397905759162304,0.7916230366492146,0.7989528795811518,0.7905759162303665,0.7905759162303665,0.8460732984293193,0.8052356020942408,0.8261780104712042,0.8418848167539267,0.8366492146596859,0.8272251308900523,0.8157068062827225,0.8513089005235602,0.793717277486911,0.8219895287958116,0.8052356020942408,0.8,0.8178010471204189,0.806282722513089,0.8020942408376963,0.837696335078534,0.8240837696335078
1e-3,CH4,SVC,0.8743455497382199,0.8743455497382199,0.8513089005235602,0.8052356020942408,0.7916230366492146,0.8670157068062827,0.7979057591623037,0.7905759162303665,0.7905759162303665,0.7905759162303665,0.8743455497382199,0.8492146596858638,0.8460732984293193,0.8649214659685864,0.8586387434554974,0.8450261780104712,0.8240837696335078,0.8795811518324608,0.7905759162303665,0.8282722513089005,0.8104712041884817,0.8031413612565445,0.8293193717277487,0.8041884816753927,0.7926701570680629,0.8607329842931937,0.8460732984293193
1e-3,H2O,KNN,0.8356020942408376,0.831413612565445,0.8397905759162304,0.8282722513089005,0.8209424083769633,0.8397905759162304,0.8356020942408376,0.8293193717277487,0.8272251308900523,0.8272251308900523,0.8335078534031414,0.8282722513089005,0.8335078534031414,0.8324607329842932,0.8408376963350785,0.837696335078534,0.8460732984293193,0.8335078534031414,0.8282722513089005,0.8251308900523561,0.8219895287958116,0.818848167539267,0.8157068062827225,0.8052356020942408,0.793717277486911,0.8366492146596859,0.8335078534031414
1e-3,H2O,MLP,0.8575916230366493,0.8659685863874346,0.856544502617801,0.8397905759162304,0.8230366492146597,0.8534031413612565,0.8272251308900523,0.8261780104712042,0.7549738219895288,0.8083769633507853,0.8586387434554974,0.8481675392670157,0.8492146596858638,0.86282722513089,0.8670157068062827,0.8638743455497382,0.8460732984293193,0.8544502617801047,0.8261780104712042,0.8523560209424084,0.8408376963350785,0.8251308900523561,0.8397905759162304,0.8157068062827225,0.7989528795811518,0.8450261780104712,0.8356020942408376
1e-3,H2O,RFC,0.8502617801047121,0.8481675392670157,0.8418848167539267,0.831413612565445,0.8282722513089005,0.8408376963350785,0.8272251308900523,0.8272251308900523,0.8272251308900523,0.8272251308900523,0.8502617801047121,0.8397905759162304,0.8366492146596859,0.8450261780104712,0.8481675392670157,0.8408376963350785,0.8324607329842932,0.8492146596858638,0.8272251308900523,0.8356020942408376,0.8303664921465969,0.8293193717277487,0.8335078534031414,0.8303664921465969,0.8272251308900523,0.8387434554973822,0.8324607329842932
1e-3,H2O,SVC,0.8596858638743455,0.8638743455497382,0.8513089005235602,0.8335078534031414,0.8282722513089005,0.856544502617801,0.8272251308900523,0.8272251308900523,0.8272251308900523,0.8272251308900523,0.8596858638743455,0.8575916230366493,0.8502617801047121,0.856544502617801,0.8586387434554974,0.8544502617801047,0.8408376963350785,0.8586387434554974,0.8272251308900523,0.8408376963350785,0.8345549738219895,0.8303664921465969,0.8345549738219895,0.831413612565445,0.8240837696335078,0.8575916230366493,0.8408376963350785
1e-3,CO2,KNN,0.818848167539267,0.8219895287958116,0.8178010471204189,0.8073298429319372,0.806282722513089,0.8324607329842932,0.8345549738219895,0.8240837696335078,0.8240837696335078,0.8167539267015707,0.8251308900523561,0.8387434554973822,0.8136125654450261,0.8178010471204189,0.818848167539267,0.8272251308900523,0.8418848167539267,0.8209424083769633,0.8209424083769633,0.818848167539267,0.8261780104712042,0.8209424083769633,0.7905759162303665,0.7863874345549738,0.7842931937172775,0.8209424083769633,0.8303664921465969
1e-3,CO2,MLP,0.8293193717277487,0.8303664921465969,0.8230366492146597,0.8167539267015707,0.8146596858638744,0.8366492146596859,0.8219895287958116,0.8157068062827225,0.8157068062827225,0.8083769633507853,0.8345549738219895,0.8356020942408376,0.8167539267015707,0.8293193717277487,0.8345549738219895,0.8356020942408376,0.8261780104712042,0.8261780104712042,0.8157068062827225,0.8303664921465969,0.8178010471204189,0.8136125654450261,0.8073298429319372,0.7905759162303665,0.7853403141361257,0.818848167539267,0.818848167539267
1e-3,CO2,RFC,0.8324607329842932,0.8324607329842932,0.8261780104712042,0.8219895287958116,0.818848167539267,0.831413612565445,0.8167539267015707,0.8157068062827225,0.8157068062827225,0.8157068062827225,0.8324607329842932,0.8230366492146597,0.8240837696335078,0.831413612565445,0.8282722513089005,0.8261780104712042,0.8230366492146597,0.8345549738219895,0.8157068062827225,0.8230366492146597,0.8219895287958116,0.8198952879581152,0.8303664921465969,0.8251308900523561,0.8240837696335078,0.8167539267015707,0.8178010471204189
1e-3,CO2,SVC,0.8471204188481676,0.8492146596858638,0.8408376963350785,0.8335078534031414,0.8230366492146597,0.8502617801047121,0.8209424083769633,0.8157068062827225,0.8157068062827225,0.8157068062827225,0.8502617801047121,0.8387434554973822,0.8345549738219895,0.8471204188481676,0.8429319371727748,0.8387434554973822,0.831413612565445,0.8471204188481676,0.8157068062827225,0.8345549738219895,0.8293193717277487,0.8240837696335078,0.8293193717277487,0.8272251308900523,0.8094240837696335,0.8335078534031414,0.8272251308900523
1e-3,NH3,KNN,0.8722513089005236,0.8701570680628272,0.8670157068062827,0.8575916230366493,0.8356020942408376,0.8701570680628272,0.8460732984293193,0.8167539267015707,0.8178010471204189,0.7424083769633508,0.8701570680628272,0.8523560209424084,0.8617801047120419,0.8743455497382199,0.8586387434554974,0.8492146596858638,0.8439790575916231,0.8586387434554974,0.8157068062827225,0.8345549738219895,0.831413612565445,0.8178010471204189,0.8219895287958116,0.8073298429319372,0.7884816753926701,0.8356020942408376,0.8104712041884817
1e-3,NH3,MLP,0.8732984293193717,0.8837696335078534,0.8586387434554974,0.8198952879581152,0.8031413612565445,0.8785340314136125,0.8240837696335078,0.8157068062827225,0.8020942408376963,0.35706806282722514,0.8764397905759163,0.8502617801047121,0.8659685863874346,0.8691099476439791,0.8638743455497382,0.8617801047120419,0.8408376963350785,0.8586387434554974,0.8157068062827225,0.8732984293193717,0.8460732984293193,0.8272251308900523,0.8439790575916231,0.8240837696335078,0.806282722513089,0.8513089005235602,0.7727748691099476
1e-3,NH3,RFC,0.8785340314136125,0.8837696335078534,0.8460732984293193,0.818848167539267,0.8167539267015707,0.8617801047120419,0.8167539267015707,0.8167539267015707,0.8167539267015707,0.8157068062827225,0.8795811518324608,0.8764397905759163,0.8523560209424084,0.8659685863874346,0.8544502617801047,0.8429319371727748,0.8293193717277487,0.8890052356020942,0.8167539267015707,0.8492146596858638,0.8345549738219895,0.8198952879581152,0.8418848167539267,0.8335078534031414,0.8230366492146597,0.8460732984293193,0.8356020942408376
1e-3,NH3,SVC,0.8785340314136125,0.8785340314136125,0.8534031413612565,0.8198952879581152,0.8167539267015707,0.8670157068062827,0.8178010471204189,0.8167539267015707,0.8167539267015707,0.8167539267015707,0.8764397905759163,0.8837696335078534,0.8607329842931937,0.8586387434554974,0.8544502617801047,0.8450261780104712,0.8303664921465969,0.8806282722513089,0.8167539267015707,0.8460732984293193,0.8356020942408376,0.8230366492146597,0.8523560209424084,0.8397905759162304,0.8240837696335078,0.8722513089005236,0.8554973821989529
