case,axis,in_range,score,accuracy_all,coverage,accuracy_accepted,clean_selective_same_coverage,auroc_error,credit
white_snr8,noise,True,margin,0.8305235137533274,0.8972937000887311,0.8613102595797281,0.9126081582200247,0.7607287716192329,-0.05129789864029666
white_snr8,noise,True,ensemble,0.8305235137533274,0.8843167701863354,0.8591496300012542,0.9134579204816254,0.738604979135902,-0.054308290480371224
white_snr8,noise,True,mahalanobis,0.8305235137533274,0.6856699201419698,0.8197994176641863,0.8702685215140731,0.4469814006074641,-0.05046910384988679
white_snr8,noise,True,knn,0.8305235137533274,0.6733584738243124,0.8412123208697084,0.8884862460879591,0.5473211763603616,-0.04727392521825069
white_snr5,noise,True,margin,0.7457852706299911,0.878438331854481,0.7712121212121212,0.9188131313131314,0.6552938251975419,-0.14760101010101012
white_snr5,noise,True,ensemble,0.7457852706299911,0.8187666370896185,0.780682741804389,0.9283392034678949,0.6567784072681743,-0.14765646166350588
white_snr5,noise,True,mahalanobis,0.7457852706299911,0.41781277728482696,0.7318821343243961,0.855588001061853,0.4782800507260595,-0.12370586673745687
white_snr5,noise,True,knn,0.7457852706299911,0.3854259094942325,0.781294964028777,0.9076258992805756,0.5424485549925094,-0.12633093525179862
correlated_snr12,noise,True,margin,0.8764418811002662,0.8997338065661047,0.9133382642998028,0.9119822485207101,0.8468623946758929,0.001356015779092723
correlated_snr12,noise,True,ensemble,0.8764418811002662,0.9005102040816326,0.9102106170710679,0.9095947776819805,0.8146810320501549,0.0006158393890873803
correlated_snr12,noise,True,mahalanobis,0.8764418811002662,0.8895297249334516,0.8748129675810474,0.876932668329177,0.4408901321257214,-0.002119700748129616
correlated_snr12,noise,True,knn,0.8764418811002662,0.8908606921029282,0.8802290836653386,0.8834661354581673,0.5754048585295544,-0.003237051792828738
correlated_snr8,noise,True,margin,0.8726708074534162,0.90527950310559,0.9049252634158295,0.9100710610144572,0.8394117042702856,-0.005145797598627766
correlated_snr8,noise,True,ensemble,0.8726708074534162,0.9042812777284827,0.9005274132221268,0.9086225929105851,0.8024179227285047,-0.008095179688458298
correlated_snr8,noise,True,mahalanobis,0.8726708074534162,0.8711180124223602,0.8688566335625159,0.8764960529666412,0.4481213542616943,-0.0076394194041253805
correlated_snr8,noise,True,knn,0.8726708074534162,0.862910381543922,0.8776349614395886,0.8825192802056555,0.5663831043223643,-0.004884318766066875
correlated_snr5,noise,True,margin,0.8652395740905058,0.8991792369121562,0.898236092265943,0.912174663870729,0.8192186503471383,-0.013938571604785954
correlated_snr5,noise,True,ensemble,0.8652395740905058,0.900399290150843,0.8955407735895541,0.9097068243409707,0.7948420667815618,-0.014166050751416637
correlated_snr5,noise,True,mahalanobis,0.8652395740905058,0.8001330967169477,0.8617965067923482,0.8745494871084003,0.4614273890178689,-0.012752980316052098
correlated_snr5,noise,True,knn,0.8652395740905058,0.7839396628216504,0.8664402942840973,0.884974533106961,0.5381556548358526,-0.018534238822863647
