threshold,molecule,model,base_rate,clean,haze3e7,cloud1e2,absorbers,spots10,spots20,noise_x2,noise_x3
1e-5,CH4,KNN,0.5898234683281413,0.7237798546209762,0.4091381100726895,0.6448598130841121,0.7092419522326064,0.569055036344756,0.48701973001038423,0.6801661474558671,0.6002076843198338
1e-5,CH4,MLP,0.5898234683281413,0.7487019730010385,0.4101765316718588,0.6780893042575286,0.7403946002076843,0.5815160955347871,0.4953271028037383,0.6728971962616822,0.6272066458982347
1e-5,CH4,RFC,0.5898234683281413,0.7424714434060229,0.4101765316718588,0.6448598130841121,0.7175493250259606,0.5617860851505712,0.48078920041536866,0.6573208722741433,0.5898234683281413
1e-5,CH4,SVC,0.5898234683281413,0.7476635514018691,0.4101765316718588,0.6697819314641744,0.7403946002076843,0.5825545171339563,0.4953271028037383,0.6863966770508827,0.6251298026998962
1e-5,H2O,KNN,0.6105919003115264,0.6147455867082036,0.3987538940809969,0.5275181723779855,0.616822429906542,0.48805815160955346,0.4485981308411215,0.6053997923156802,0.5711318795430945
1e-5,H2O,MLP,0.6105919003115264,0.6282450674974039,0.39979231568016615,0.5410176531671859,0.6261682242990654,0.5088265835929388,0.4454828660436137,0.6282450674974039,0.6074766355140186
1e-5,H2O,RFC,0.6105919003115264,0.6209761163032191,0.40083073727933544,0.5389408099688473,0.6272066458982347,0.5067497403946002,0.4652128764278297,0.6303219106957425,0.6033229491173416
1e-5,H2O,SVC,0.6105919003115264,0.5950155763239875,0.39460020768431986,0.4984423676012461,0.6033229491173416,0.48494288681204567,0.43821391484942884,0.5991692627206646,0.573208722741433
1e-5,CO2,KNN,0.5867082035306335,0.5545171339563862,0.4434060228452752,0.4683281412253375,0.5264797507788161,0.4652128764278297,0.4392523364485981,0.5067497403946002,0.49428868120456904
1e-5,CO2,MLP,0.5867082035306335,0.5160955347871236,0.4174454828660436,0.47767393561786087,0.5129802699896158,0.4475597092419522,0.4371754932502596,0.4652128764278297,0.44963655244029077
1e-5,CO2,RFC,0.5867082035306335,0.5212876427829699,0.4215991692627207,0.46002076843198336,0.5181723779854621,0.44963655244029077,0.4434060228452752,0.4953271028037383,0.4724818276220145
1e-5,CO2,SVC,0.5867082035306335,0.46625129802699894,0.4174454828660436,0.4485981308411215,0.46313603322949115,0.4402907580477674,0.42990654205607476,0.45794392523364486,0.45067497403946
1e-5,NH3,KNN,0.5752855659397715,0.7445482866043613,0.4257528556593977,0.5981308411214953,0.7476635514018691,0.6292834890965732,0.5482866043613707,0.7206645898234684,0.6240913811007269
1e-5,NH3,MLP,0.5752855659397715,0.7850467289719626,0.42471443406022846,0.5846313603322949,0.7840083073727934,0.6272066458982347,0.5638629283489096,0.7092419522326064,0.6479750778816199
1e-5,NH3,RFC,0.5752855659397715,0.7632398753894081,0.42471443406022846,0.5763239875389408,0.7663551401869159,0.616822429906542,0.5306334371754933,0.6874350986500519,0.6188992731048806
1e-5,NH3,SVC,0.5752855659397715,0.7995846313603323,0.42471443406022846,0.5846313603322949,0.7964693665628245,0.6209761163032191,0.5399792315680166,0.7362409138110073,0.6625129802699896
1e-4,CH4,KNN,0.37590861889927313,0.7850467289719626,0.6240913811007269,0.6998961578400831,0.7642782969885774,0.7019730010384216,0.660436137071651,0.7331256490134995,0.6967808930425753
1e-4,CH4,MLP,0.37590861889927313,0.818276220145379,0.6240913811007269,0.7050882658359294,0.8099688473520249,0.7092419522326064,0.6635514018691588,0.754932502596054,0.7061266874350987
1e-4,CH4,RFC,0.37590861889927313,0.8089304257528557,0.6240913811007269,0.7050882658359294,0.8037383177570093,0.6947040498442367,0.6583592938733126,0.7476635514018691,0.6967808930425753
1e-4,CH4,SVC,0.37590861889927313,0.8130841121495327,0.6240913811007269,0.7476635514018691,0.8120456905503635,0.7082035306334372,0.6593977154724818,0.7570093457943925,0.7123572170301142
1e-4,H2O,KNN,0.3821391484942887,0.6936656282450675,0.616822429906542,0.6645898234683282,0.6978193146417445,0.6292834890965732,0.6282450674974039,0.6708203530633438,0.6355140186915887
1e-4,H2O,MLP,0.3821391484942887,0.7248182762201454,0.616822429906542,0.6479750778816199,0.726895119418484,0.6417445482866043,0.6178608515057114,0.7082035306334372,0.6500519210799585
1e-4,H2O,RFC,0.3821391484942887,0.7217030114226376,0.6178608515057114,0.6614745586708204,0.726895119418484,0.6583592938733126,0.6344755970924195,0.6770508826583593,0.6469366562824507
1e-4,H2O,SVC,0.3821391484942887,0.6967808930425753,0.6178608515057114,0.6209761163032191,0.6957424714434061,0.6386292834890965,0.6251298026998962,0.6780893042575286,0.652128764278297
1e-4,CO2,KNN,0.40186915887850466,0.5908618899273105,0.5939771547248183,0.5784008307372793,0.5950155763239875,0.5960539979231568,0.5898234683281413,0.5752855659397715,0.5919003115264797
1e-4,CO2,MLP,0.40186915887850466,0.6178608515057114,0.5981308411214953,0.5950155763239875,0.6116303219106958,0.6043613707165109,0.6012461059190031,0.6053997923156802,0.6105919003115264
1e-4,CO2,RFC,0.40186915887850466,0.6261682242990654,0.5981308411214953,0.5919003115264797,0.6178608515057114,0.6002076843198338,0.6002076843198338,0.6012461059190031,0.6043613707165109
1e-4,CO2,SVC,0.40186915887850466,0.5981308411214953,0.5981308411214953,0.5981308411214953,0.5981308411214953,0.5981308411214953,0.5981308411214953,0.5981308411214953,0.5981308411214953
1e-4,NH3,KNN,0.3904465212876428,0.7933541017653167,0.6095534787123572,0.6895119418483905,0.7975077881619937,0.7258566978193146,0.667705088265836,0.7632398753894081,0.7071651090342679
1e-4,NH3,MLP,0.3904465212876428,0.8452751817237798,0.6095534787123572,0.6770508826583593,0.8452751817237798,0.7175493250259606,0.6573208722741433,0.7736240913811008,0.7092419522326064
1e-4,NH3,RFC,0.3904465212876428,0.8255451713395638,0.6095534787123572,0.6728971962616822,0.8245067497403946,0.7102803738317757,0.660436137071651,0.7507788161993769,0.6915887850467289
1e-4,NH3,SVC,0.3904465212876428,0.8193146417445483,0.6095534787123572,0.6490134994807892,0.8172377985462098,0.715472481827622,0.6656282450674974,0.7694704049844237,0.7123572170301142
1e-3,CH4,KNN,0.2087227414330218,0.8712357217030114,0.7912772585669782,0.8078920041536864,0.8712357217030114,0.8213914849428868,0.7995846313603323,0.8307372793354102,0.7933541017653167
1e-3,CH4,MLP,0.2087227414330218,0.8826583592938733,0.7912772585669782,0.794392523364486,0.881619937694704,0.8193146417445483,0.7985462097611631,0.833852544132918,0.8016614745586709
1e-3,CH4,RFC,0.2087227414330218,0.877466251298027,0.7912772585669782,0.7964693665628245,0.8805815160955348,0.8151609553478713,0.7954309449636553,0.8286604361370716,0.8006230529595015
1e-3,CH4,SVC,0.2087227414330218,0.857736240913811,0.7912772585669782,0.7902388369678089,0.857736240913811,0.8037383177570093,0.7964693665628245,0.8286604361370716,0.8078920041536864
1e-3,H2O,KNN,0.17445482866043613,0.8483904465212876,0.8245067497403946,0.8110072689511942,0.8494288681204569,0.833852544132918,0.8265835929387332,0.7985462097611631,0.7850467289719626
1e-3,H2O,MLP,0.17445482866043613,0.8546209761163032,0.8255451713395638,0.8110072689511942,0.8556593977154725,0.8265835929387332,0.8151609553478713,0.8120456905503635,0.778816199376947
1e-3,H2O,RFC,0.17445482866043613,0.857736240913811,0.8255451713395638,0.8255451713395638,0.8598130841121495,0.8317757009345794,0.8255451713395638,0.8245067497403946,0.8016614745586709
1e-3,H2O,SVC,0.17445482866043613,0.8276220145379024,0.8255451713395638,0.8234683281412254,0.8276220145379024,0.8255451713395638,0.8255451713395638,0.8255451713395638,0.8276220145379024
1e-3,CO2,KNN,0.1838006230529595,0.7975077881619937,0.8120456905503635,0.7975077881619937,0.8026998961578401,0.8120456905503635,0.8089304257528557,0.7975077881619937,0.8016614745586709
1e-3,CO2,MLP,0.1838006230529595,0.8172377985462098,0.8161993769470405,0.814122533748702,0.8172377985462098,0.8161993769470405,0.8161993769470405,0.8161993769470405,0.8161993769470405
1e-3,CO2,RFC,0.1838006230529595,0.8172377985462098,0.8161993769470405,0.8078920041536864,0.818276220145379,0.8203530633437176,0.8151609553478713,0.814122533748702,0.8110072689511942
1e-3,CO2,SVC,0.1838006230529595,0.8161993769470405,0.8161993769470405,0.8161993769470405,0.8161993769470405,0.8161993769470405,0.8161993769470405,0.8161993769470405,0.8161993769470405
1e-3,NH3,KNN,0.18483904465212878,0.8920041536863966,0.8151609553478713,0.822429906542056,0.8920041536863966,0.8483904465212876,0.8317757009345794,0.8566978193146417,0.8442367601246106
1e-3,NH3,MLP,0.18483904465212878,0.8940809968847352,0.8151609553478713,0.8213914849428868,0.8940809968847352,0.8494288681204569,0.8265835929387332,0.8691588785046729,0.8494288681204569
1e-3,NH3,RFC,0.18483904465212878,0.8899273104880582,0.8151609553478713,0.8245067497403946,0.893042575285566,0.8431983385254413,0.8276220145379024,0.8515057113187954,0.8452751817237798
1e-3,NH3,SVC,0.18483904465212878,0.8753894080996885,0.8151609553478713,0.818276220145379,0.877466251298027,0.8504672897196262,0.8307372793354102,0.8473520249221184,0.8400830737279336
1e-4,CH4,vote+ensemble,0.37590861889927313,0.8388157894736842,,,,,,,
1e-4,CH4,vote+ensemble,0.37590861889927313,,0.6240913811007269,,,,,,
1e-4,CH4,vote+ensemble,0.37590861889927313,,,0.7342192691029901,,,,,
1e-4,CH4,vote+ensemble,0.37590861889927313,,,,0.831140350877193,,,,
1e-4,CH4,vote+ensemble,0.37590861889927313,,,,,0.709915611814346,,,
1e-4,CH4,vote+ensemble,0.37590861889927313,,,,,,0.6610703043022036,,
1e-4,CH4,vote+ensemble,0.37590861889927313,,,,,,,0.7712418300653595,
1e-4,CH4,vote+ensemble,0.37590861889927313,,,,,,,,0.7205240174672489
1e-4,CH4,vote+knn,0.37590861889927313,0.812933025404157,,,,,,,
1e-4,CH4,vote+knn,0.37590861889927313,,0.0,,,,,,
1e-4,CH4,vote+knn,0.37590861889927313,,,0.6683333333333333,,,,,
1e-4,CH4,vote+knn,0.37590861889927313,,,,0.8065610859728507,,,,
1e-4,CH4,vote+knn,0.37590861889927313,,,,,0.7161458333333334,,,
1e-4,CH4,vote+knn,0.37590861889927313,,,,,,0.6898395721925134,,
1e-4,CH4,vote+knn,0.37590861889927313,,,,,,,0.7527777777777778,
1e-4,CH4,vote+knn,0.37590861889927313,,,,,,,,0.6943396226415094
1e-4,H2O,vote+ensemble,0.3821391484942887,0.7423382519863791,,,,,,,
1e-4,H2O,vote+ensemble,0.3821391484942887,,0.6174636174636174,,,,,,
1e-4,H2O,vote+ensemble,0.3821391484942887,,,0.6550218340611353,,,,,
1e-4,H2O,vote+ensemble,0.3821391484942887,,,,0.7477272727272727,,,,
1e-4,H2O,vote+ensemble,0.3821391484942887,,,,,0.6485310119695321,,,
1e-4,H2O,vote+ensemble,0.3821391484942887,,,,,,0.6293929712460063,,
1e-4,H2O,vote+ensemble,0.3821391484942887,,,,,,,0.7142857142857143,
1e-4,H2O,vote+ensemble,0.3821391484942887,,,,,,,,0.6670454545454545
1e-4,H2O,vote+knn,0.3821391484942887,0.7251732101616628,,,,,,,
1e-4,H2O,vote+knn,0.3821391484942887,,0.5,,,,,,
1e-4,H2O,vote+knn,0.3821391484942887,,,0.64,,,,,
1e-4,H2O,vote+knn,0.3821391484942887,,,,0.7386877828054299,,,,
1e-4,H2O,vote+knn,0.3821391484942887,,,,,0.6614583333333334,,,
1e-4,H2O,vote+knn,0.3821391484942887,,,,,,0.6631016042780749,,
1e-4,H2O,vote+knn,0.3821391484942887,,,,,,,0.6972222222222222,
